provincia,partido,localidad,población,adsl,cablemódem,dial_up,fibra_óptica,satelital,wireless,telefonía_fija,3g,4g,link,latitud,longitud
SALTA,Grl. José de San Martín,Capiazuti,231,--,--,--,--,--,--,--,--,--,66056050,-22,-63
SALTA,Grl. José de San Martín,Carboncito,531,--,--,--,--,--,--,--,--,--,66056060,-23,-63
SALTA,Grl. José de San Martín,Coronel Cornejo,2672,SI,--,--,SI,SI,--,SI,--,SI,66056070,-22,-63
SALTA,Grl. José de San Martín,Dragones,1779,--,--,--,SI,SI,SI,SI,--,SI,66056080,-23,-63
SALTA,Grl. José de San Martín,Embarcación,20843,SI,SI,--,SI,SI,--,SI,SI,SI,66056090,-23,-64
SALTA,Grl. José de San Martín,General Ballivián,2071,--,--,--,SI,SI,--,--,--,SI,66056100,-22,-63
SALTA,Grl. José de San Martín,General Mosconi,15295,SI,--,--,SI,SI,SI,SI,SI,SI,66056110,-22,-63
SALTA,Grl. José de San Martín,Hickman,805,--,--,--,--,--,--,--,--,SI,66056120,-23,-63
SALTA,Grl. José de San Martín,Misión Chaqueña,1302,--,--,--,--,--,--,--,--,SI,66056130,-23,-63
SANTA FE,Caseros,Chañar Ladeado,5415,SI,SI,--,SI,--,--,SI,SI,SI,82014070,-33,-62
SANTA FE,Caseros,Gödeken,1652,--,SI,--,SI,--,--,SI,--,--,82014080,-33,-61
SANTA FE,Caseros,Los Molinos,1832,SI,SI,--,--,--,SI,SI,SI,SI,82014090,-33,-61
SANTA FE,Caseros,Los Nogales,152,--,SI,--,--,--,--,SI,--,--,82014100,-33,-61
SANTA FE,Caseros,Los Quirquinchos,2462,--,--,--,--,--,SI,SI,SI,SI,82014110,-33,-61
SANTA FE,Caseros,San José de la Esquina,6775,SI,SI,--,--,--,SI,SI,SI,--,82014120,-33,-61
SANTA FE,Caseros,Sanford,1810,SI,--,--,SI,--,--,SI,SI,SI,82014130,-33,-61
SANTA FE,Caseros,Villada,1213,SI,SI,--,--,--,SI,SI,--,--,82014140,-33,-61
SANTA FE,Castellanos,Aldao (Est. Casablanca),1576,SI,--,--,SI,--,SI,SI,--,--,82021010,-30,-61
SANTA FE,Castellanos,Angélica,1298,SI,--,--,SI,--,SI,SI,SI,SI,82021020,-31,-61
SANTA FE,Castellanos,Ataliva,1680,SI,SI,--,SI,--,SI,SI,SI,--,82021030,-30,-61
SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,1329,--,--,--,--,--,--,--,SI,SI,66056140,-22,-63
SALTA,Grl. José de San Martín,Misión Kilómetro 6,1281,--,--,--,--,--,--,--,--,--,66056150,-22,-63
SALTA,Grl. José de San Martín,Misión Tierras Fiscales,0,--,--,--,--,--,--,--,--,--,66056200,-23,-64
SALTA,Grl. José de San Martín,Pacará,217,--,--,--,--,--,--,--,--,--,66056170,-22,-63
SALTA,Grl. José de San Martín,Padre Lozano,513,--,--,--,--,--,--,--,--,--,66056180,-23,-63
SALTA,Grl. José de San Martín,Piquirenda,505,--,--,--,SI,--,--,--,--,--,66056190,-22,-63
SALTA,Grl. José de San Martín,Profesor Salvador Mazza,18899,SI,--,--,SI,SI,--,SI,SI,SI,66056200,-22,-63
SALTA,Grl. José de San Martín,Recaredo,108,--,--,--,--,--,--,--,--,--,66056080,-22,-63
SALTA,Grl. José de San Martín,Tartagal,63196,SI,SI,--,SI,SI,SI,SI,SI,SI,66056220,-22,-63
SALTA,Grl. José de San Martín,Tobantirenda,849,--,--,--,SI,--,--,--,--,--,66056230,-22,-63
SALTA,Grl. José de San Martín,Tranquitas,1052,--,--,--,--,--,--,--,--,--,66056240,-22,-63
SALTA,Grl. José de San Martín,Yacuy,1686,--,--,--,SI,--,SI,--,--,SI,66056250,-22,-63
SALTA,Guachipas,Guachipas,2073,--,--,--,SI,SI,SI,SI,--,--,66063010,-25,-65
SALTA,Iruya,Iruya,1523,--,--,--,SI,--,SI,--,--,--,66070010,-22,-65
SALTA,Iruya,Isla de Cañas,1295,--,--,--,--,--,SI,--,--,SI,66070020,-22,-64
SALTA,Iruya,Pueblo Viejo,155,--,--,--,SI,--,--,--,--,--,66070030,-22,-65
SALTA,La Caldera,La Caldera,2186,--,--,--,SI,SI,SI,SI,SI,SI,66077010,-24,-65
SANTA FE,San Justo,San Justo,21624,SI,SI,--,SI,--,SI,SI,SI,SI,82112130,-30,-60
SANTA FE,San Justo,San Martín Norte,563,--,--,--,--,--,SI,SI,--,SI,82112140,-30,-60
SANTA FE,San Justo,Silva (Est. Abipones),360,--,--,--,--,--,SI,--,--,--,82112150,-30,-60
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),997,SI,SI,--,SI,--,SI,SI,--,SI,82112160,-30,-60
SANTA FE,San Justo,Videla,2027,SI,--,--,SI,--,SI,SI,--,SI,82112170,-30,-60
SANTA FE,San Lorenzo,Aldao,587,--,SI,--,--,--,--,SI,--,--,82119010,-32,-60
SANTA FE,San Lorenzo,Capitán Bermúdez,29218,SI,SI,--,SI,--,--,SI,SI,SI,82119020,-32,-60
SANTA FE,San Lorenzo,Carcarañá,16277,SI,SI,--,--,--,SI,SI,SI,SI,82119030,-32,-61
SANTA FE,San Lorenzo,Coronel Arnold,857,--,--,--,SI,--,--,SI,--,--,82119040,-33,-60
SANTA FE,San Lorenzo,Fray Luis Beltrán,15176,SI,SI,--,SI,--,--,SI,SI,SI,82119050,-32,-60
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,17794,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Ciudadela,73939,SI,SI,SI,SI,SI,SI,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,El Libertador,15270,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,7300,SI,SI,--,SI,--,SI,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Loma Hermosa,18152,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Martín Coronado,19326,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Pablo Podestá,12990,SI,SI,--,SI,--,SI,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,11987,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,403,--,SI,--,--,SI,SI,--,--,SI,86154010,-30,-61
SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,241,--,--,--,SI,--,SI,--,SI,SI,86154020,-29,-62
SANTIAGO DEL ESTERO,Rivadavia,Selva,2878,--,SI,--,SI,SI,SI,SI,SI,SI,86154030,-29,-61
SANTIAGO DEL ESTERO,Robles,Beltrán,6352,SI,--,--,--,SI,SI,SI,SI,SI,86161010,-27,-63
SANTIAGO DEL ESTERO,Robles,Colonia El Simbolar,4197,--,--,--,--,SI,SI,--,SI,SI,86161020,-27,-63
SANTIAGO DEL ESTERO,Robles,Fernández,12886,SI,--,--,SI,SI,SI,SI,SI,SI,86161030,-27,-63
SANTIAGO DEL ESTERO,Robles,Ingeniero Forres (Est. Chaguar Punco),5463,--,--,--,SI,SI,SI,SI,--,--,86161040,-27,-63
SANTIAGO DEL ESTERO,Robles,Vilmer,932,--,--,--,SI,SI,--,--,SI,SI,86161050,-27,-64
SANTIAGO DEL ESTERO,Salavina,Chilca Juliana,539,--,--,--,SI,SI,SI,--,--,--,86168010,-28,-63
SANTIAGO DEL ESTERO,Salavina,Los Telares,2573,--,--,--,SI,SI,--,SI,--,--,86168020,-28,-63
SANTIAGO DEL ESTERO,Salavina,Villa Salavina,829,--,--,--,--,SI,SI,--,--,SI,86168030,-28,-63
SANTIAGO DEL ESTERO,San Martín,Brea Pozo,1878,--,--,--,SI,SI,SI,SI,SI,SI,86175010,-28,-63
TUCUMAN,Leales,Manuel García Fernández,1061,SI,--,--,--,--,--,SI,--,--,90056040,-26,-65
TUCUMAN,Leales,Pala Pala,668,--,--,--,--,SI,SI,SI,--,--,90056050,-27,-65
TUCUMAN,Leales,Río Colorado,1077,--,--,--,--,--,SI,--,SI,SI,90056060,-27,-65
TUCUMAN,Leales,Santa Rosa de Leales,1934,--,--,--,--,--,SI,SI,SI,SI,90056070,-27,-65
TUCUMAN,Leales,Villa de Leales,1237,--,--,--,--,--,SI,SI,--,--,90056090,-27,-65
TUCUMAN,Leales,Villa Fiad - Ingenio Leales,2791,--,--,--,--,--,SI,SI,SI,SI,90056080,-27,-65
TUCUMAN,Lules,Barrio Araujo,0,--,--,--,--,--,--,--,SI,--,90063040,-26,-65
TUCUMAN,Lules,Barrio San Felipe,2157,--,--,--,--,--,--,--,SI,SI,90063010,-26,-65
TUCUMAN,Lules,El Manantial,14582,--,SI,--,SI,--,--,SI,SI,SI,90063020,-26,-65
TUCUMAN,Lules,Ingenio San Pablo,9620,SI,--,--,SI,--,SI,SI,SI,SI,90063030,-26,-65
TUCUMAN,Lules,La Reducción,5029,SI,--,--,--,--,--,SI,SI,SI,90063040,-26,-65
TUCUMAN,Lules,Lules,21088,SI,SI,--,SI,--,SI,SI,SI,SI,90063050,-26,-65
TUCUMAN,Monteros,Acheral,2683,SI,--,--,SI,--,SI,SI,SI,SI,90070010,-27,-65
TUCUMAN,Monteros,Capitán Cáceres,513,--,--,--,--,--,SI,--,--,--,90070020,-27,-65
TUCUMAN,Monteros,Monteros,23274,SI,--,--,SI,--,SI,SI,SI,SI,90070030,-27,-65
CABA,COMUNA 10,VILLA REAL,13419,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CORDOBA,Tercero Arriba,Dalmacio Vélez,1497,--,--,--,SI,--,--,SI,SI,SI,14161040,-32,-63
CORDOBA,Tercero Arriba,General Fotheringham,313,SI,--,--,--,--,SI,SI,SI,SI,14161050,-32,-63
CORDOBA,Tercero Arriba,Hernando,10109,SI,SI,--,SI,--,--,SI,SI,SI,14161060,-32,-63
CORDOBA,Tercero Arriba,James Craik,5110,SI,SI,--,SI,--,SI,SI,SI,SI,14161070,-32,-63
CORDOBA,Tercero Arriba,Las Isletillas,152,--,--,--,--,--,SI,SI,--,--,14161080,-32,-63
BUENOS AIRES,General Villegas,Coronel Charlone,1348,SI,--,--,SI,SI,--,SI,SI,SI,6392030,-34,-63
BUENOS AIRES,General Villegas,Emilio V. Bunge,1986,--,--,--,--,SI,--,SI,SI,--,6392040,-34,-63
BUENOS AIRES,General Villegas,General Villegas (Est. Villegas),18275,SI,SI,--,SI,SI,SI,SI,SI,SI,6392050,-35,-63
BUENOS AIRES,General Villegas,Massey (Est. Elordi),63,--,--,--,--,--,--,--,--,--,6392060,-35,-63
BUENOS AIRES,General Villegas,Pichincha,18,--,--,--,--,--,--,--,--,--,6392070,-34,-62
BUENOS AIRES,General Villegas,Piedritas,2160,SI,--,--,SI,SI,SI,SI,SI,SI,6392080,-34,-62
BUENOS AIRES,General Villegas,Santa Eleodora,293,--,--,--,--,--,--,SI,--,--,6392090,-34,-62
BUENOS AIRES,General Villegas,Santa Regina,554,--,SI,--,--,--,--,SI,--,--,6392100,-34,-63
BUENOS AIRES,General Villegas,Villa Saboya,331,--,--,--,--,--,--,SI,--,SI,6392110,-34,-62
BUENOS AIRES,General Villegas,Villa Sauze,423,--,--,--,--,--,--,SI,--,--,6392120,-35,-63
BUENOS AIRES,Guaminí,Arroyo Venado,56,--,--,--,--,--,SI,--,--,--,6399010,-37,-62
BUENOS AIRES,Guaminí,Casbas,4450,--,--,SI,--,--,SI,SI,SI,SI,6399020,-36,-62
BUENOS AIRES,Guaminí,Garré,1036,--,--,--,SI,--,--,SI,--,SI,6399030,-36,-62
MENDOZA,San Rafael,El Sosneado,65,--,--,--,--,--,--,--,--,--,50105080,-35,-69
MENDOZA,San Rafael,El Tropezón,462,--,--,--,--,--,--,--,--,--,50105090,-34,-68
CORDOBA,Tercero Arriba,Las Perdices,5084,SI,--,--,--,SI,SI,SI,SI,SI,14161090,-32,-63
CORDOBA,Tercero Arriba,Los Zorros,508,--,--,--,--,--,--,SI,SI,SI,14161100,-32,-63
CORDOBA,Tercero Arriba,Oliva,11672,SI,--,--,SI,--,SI,SI,SI,SI,14161110,-32,-63
CORDOBA,Tercero Arriba,Pampayasta Norte,79,--,--,--,--,--,SI,SI,--,--,14161120,-32,-63
CORDOBA,Tercero Arriba,Pampayasta Sur,1208,--,--,--,SI,SI,--,--,SI,--,14161130,-32,-63
CORDOBA,Tercero Arriba,Punta del Agua,175,--,--,--,--,--,SI,--,--,--,14161140,-32,-63
CORDOBA,Tercero Arriba,Río Tercero,46421,SI,SI,--,SI,SI,SI,SI,SI,SI,14161150,-32,-64
CORDOBA,Tercero Arriba,Tancacha,5298,SI,--,--,--,SI,SI,SI,SI,SI,14161160,-32,-63
CORDOBA,Tercero Arriba,Villa Ascasubi,2260,--,--,--,SI,--,SI,SI,SI,SI,14161170,-32,-63
CORDOBA,Totoral,Candelaria Sur,115,--,--,--,--,--,--,--,--,--,14168010,-30,-63
CORDOBA,Totoral,Cañada de Luque,1154,--,--,--,--,--,--,SI,SI,--,14168020,-30,-63
CORDOBA,Totoral,Capilla de Sitón,550,--,--,--,--,--,--,SI,--,--,14168030,-30,-63
CORDOBA,Totoral,La Pampa,874,--,--,--,--,--,--,--,--,--,14168040,-30,-64
CORDOBA,Totoral,La Paz,0,--,--,--,--,--,--,--,--,--,14168030,-30,-64
BUENOS AIRES,Guaminí,Guaminí,2845,--,--,--,SI,--,SI,SI,SI,SI,6399040,-37,-62
BUENOS AIRES,Guaminí,Laguna Alsina (Est. Bonifacio),1677,SI,--,--,SI,--,SI,SI,--,--,6399050,-36,-62
BUENOS AIRES,Hipólito Yrigoyen,Henderson,8645,SI,--,SI,--,--,SI,SI,SI,SI,6406010,-36,-61
BUENOS AIRES,Hipólito Yrigoyen,Herrera Vegas,115,--,--,--,--,--,--,--,--,--,6406020,-36,-61
BUENOS AIRES,Hurlingham,Hurlingham,63307,SI,SI,SI,SI,SI,SI,SI,SI,SI,6408010,-34,-58
BUENOS AIRES,Hurlingham,Villa Santos Tesei,66463,SI,SI,SI,SI,--,SI,SI,SI,SI,6408010,-34,-58
BUENOS AIRES,Hurlingham,William C. Morris,51471,--,SI,--,SI,--,SI,--,SI,SI,6408010,-34,-58
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,111138,SI,SI,SI,SI,SI,SI,SI,SI,SI,6410010,-34,-58
BUENOS AIRES,Tres Arroyos,Orense,2063,--,--,SI,SI,--,SI,SI,SI,SI,6833060,-38,-59
BUENOS AIRES,Tres Arroyos,Reta,495,--,--,--,--,--,SI,SI,SI,SI,6833070,-38,-60
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,523,--,--,--,--,--,SI,SI,SI,SI,6833080,-38,-60
BUENOS AIRES,Tres Arroyos,San Mayol,63,--,--,--,--,--,SI,--,--,--,6833090,-38,-60
BUENOS AIRES,Tres Arroyos,Tres Arroyos,46867,SI,SI,SI,SI,SI,SI,SI,SI,SI,6833100,-38,-60
BUENOS AIRES,Tres Arroyos,Villa Rodríguez (Est. Barrow),17,--,--,--,--,--,--,--,--,SI,6833110,-38,-60
BUENOS AIRES,Tres De Febrero,11 De Septiembre,4402,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Caseros,91280,SI,SI,--,SI,SI,SI,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Churruca,5846,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
MENDOZA,Tupungato,El Zampal,177,--,--,--,--,--,--,--,SI,SI,50126035,-33,-69
CABA,COMUNA 10,VILLA LURO,32502,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CORDOBA,Totoral,Las Peñas,1590,SI,--,--,--,--,SI,SI,SI,SI,14168060,-30,-64
CORDOBA,Totoral,Los Mistoles,175,--,--,--,--,--,--,--,--,--,14168070,-30,-63
CORDOBA,Totoral,Santa Catalina,74,--,--,--,--,--,--,--,--,--,14168080,-30,-64
CORDOBA,Totoral,Sarmiento,1288,SI,--,--,--,--,--,SI,--,--,14168090,-30,-64
CORDOBA,Totoral,Simbolar,340,--,--,--,--,--,--,SI,--,--,14168100,-30,-63
CORDOBA,Totoral,Sinsacate,1317,SI,--,--,SI,--,SI,SI,SI,SI,14168110,-30,-64
CORDOBA,Totoral,Villa del Totoral,8211,SI,--,--,SI,--,SI,SI,SI,SI,14168120,-30,-64
CORDOBA,Tulumba,Cerro Colorado,0,--,--,--,--,--,--,--,--,--,14175060,-30,-63
CORDOBA,Tulumba,Churqui Cañada,48,--,--,--,--,--,--,--,--,--,14175020,-30,-63
CORDOBA,Tulumba,El Rodeo,134,--,--,--,--,--,--,--,--,--,14175030,-30,-63
CORDOBA,Tulumba,El Tuscal,79,--,--,--,--,--,--,--,--,--,14175040,-29,-64
CORDOBA,Tulumba,Las Arrias,1104,SI,--,--,--,--,--,SI,SI,SI,14175050,-30,-63
CORDOBA,Tulumba,Lucio V. Mansilla,782,--,--,--,--,--,--,SI,SI,SI,14175060,-29,-64
CORDOBA,Tulumba,Rosario del Saladillo,178,--,--,--,SI,--,--,--,--,--,14175070,-30,-63
CORDOBA,Tulumba,San José de la Dormida,4472,SI,--,--,--,SI,SI,SI,SI,SI,14175080,-30,-63
CORDOBA,Tulumba,San José de las Salinas,662,--,--,--,--,--,--,--,SI,SI,14175090,-30,-64
CORDOBA,Tulumba,San Pedro Norte,317,--,--,--,--,--,SI,--,--,--,14175100,-30,-64
CORDOBA,Tulumba,Villa Tulumba,1474,--,--,--,SI,--,SI,SI,SI,SI,14175110,-30,-64
CORDOBA,Unión,Aldea Santa María,201,--,--,--,--,--,--,--,--,--,14182010,-33,-62
CORDOBA,Unión,Alto Alegre,816,SI,SI,--,SI,--,--,SI,SI,SI,14182020,-32,-62
CORDOBA,Unión,Ana Zumarán,98,--,--,--,--,--,--,--,--,--,14182030,-32,-63
CORDOBA,Unión,Ballesteros,3928,SI,--,--,SI,--,SI,SI,SI,SI,14182040,-32,-62
CORDOBA,Unión,Ballesteros Sur,532,--,--,--,SI,--,SI,SI,--,--,14182050,-32,-63
CORDOBA,Unión,Bell Ville,33835,SI,SI,--,SI,--,--,SI,SI,SI,14182060,-32,-62
CORDOBA,Unión,Benjamín Gould,699,--,--,--,--,--,--,SI,--,SI,14182070,-33,-62
CORDOBA,Unión,Canals,8645,SI,--,--,SI,--,SI,SI,SI,SI,14182080,-33,-62
CORDOBA,Unión,Chilibroste,576,SI,--,--,SI,--,SI,SI,--,--,14182090,-32,-62
CORDOBA,Unión,Cintra,1182,SI,--,--,SI,SI,SI,SI,SI,--,14182100,-32,-62
CORDOBA,Unión,Colonia Bismarck,373,--,SI,--,--,--,SI,SI,--,--,14182110,-33,-62
CORDOBA,Unión,Colonia Bremen,117,--,--,--,--,--,--,--,--,--,14182120,-33,-62
CORDOBA,Unión,Idiazabal,1513,--,--,--,SI,SI,--,SI,SI,SI,14182130,-32,-63
CORDOBA,Unión,Justiniano Posse,8499,--,--,--,SI,--,SI,SI,SI,SI,14182140,-32,-62
CORDOBA,Unión,Laborde,5943,SI,--,--,--,--,--,SI,SI,SI,14182150,-33,-62
CORDOBA,Unión,Monte Leña,384,--,--,--,--,--,--,SI,SI,SI,14182160,-32,-62
MENDOZA,Tupungato,La Arboleda,540,--,--,--,--,--,SI,--,SI,--,50126040,-33,-69
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,23264,--,--,--,--,--,SI,--,SI,SI,6410010,-34,-58
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,33422,SI,SI,SI,SI,--,SI,SI,SI,SI,6410010,-34,-58
BUENOS AIRES,José C. Paz,Del Viso,6873,--,SI,--,--,--,--,--,SI,SI,6412010,-34,-58
BUENOS AIRES,José C. Paz,José C Paz,250301,SI,SI,SI,SI,SI,SI,SI,SI,SI,6412010,-34,-58
BUENOS AIRES,José C. Paz,Tortuguitas,8806,--,SI,--,--,--,--,--,SI,SI,6412010,-34,-58
BUENOS AIRES,Junín,Agustín Roca,331,--,--,--,SI,--,SI,SI,SI,SI,6413010,-34,-60
BUENOS AIRES,Junín,Agustina,155,--,--,--,SI,--,--,SI,SI,SI,6413020,-34,-61
BUENOS AIRES,Junín,Balneario Laguna de Gómez,230,--,--,--,SI,--,SI,--,SI,SI,6413030,-34,-61
BUENOS AIRES,Junín,Fortín Tiburcio,257,--,--,--,--,--,SI,SI,--,--,6413040,-34,-61
MISIONES,Candelaria,Profundidad,385,--,--,--,--,--,SI,--,--,--,54021060,-27,-55
MISIONES,Candelaria,Puerto Santa Ana,53,--,--,--,--,--,--,--,--,--,54021070,-27,-55
MISIONES,Candelaria,Santa Ana,4985,SI,--,--,--,--,--,SI,SI,--,54021080,-27,-55
MISIONES,Capital,Barrio Nuevo Garupa,375,--,--,--,--,--,--,--,--,--,54028005,-27,-55
BUENOS AIRES,Junín,Junín,87509,SI,SI,SI,SI,SI,SI,SI,SI,SI,6413050,-34,-60
BUENOS AIRES,Junín,Laplacette,22,--,--,--,SI,--,SI,--,--,SI,6413060,-34,-61
BUENOS AIRES,Junín,Morse,563,--,SI,--,SI,--,SI,SI,--,--,6413070,-34,-60
BUENOS AIRES,Junín,Paraje La Agraria,40,--,--,--,--,--,--,--,--,--,6413055,-34,-60
BUENOS AIRES,Junín,Saforcada,431,--,--,--,--,--,SI,SI,SI,SI,6413080,-34,-61
BUENOS AIRES,La Costa,Aguas Verdes,0,SI,--,--,SI,--,SI,--,SI,SI,6420030,-36,-56
BUENOS AIRES,La Costa,Las Toninas,5278,SI,SI,SI,SI,--,SI,SI,SI,SI,6420010,-36,-56
BUENOS AIRES,La Costa,Lucila Del Mar,0,SI,SI,--,SI,--,SI,--,SI,SI,6420030,-36,-56
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,28466,SI,SI,SI,SI,--,SI,SI,SI,SI,6420020,-36,-56
MISIONES,Eldorado,Puerto Pinares,2743,--,--,--,--,--,SI,--,--,SI,54042070,-26,-54
MISIONES,Eldorado,Santiago de Liniers,541,--,--,--,--,--,SI,--,--,--,54042080,-26,-54
BUENOS AIRES,Tres De Febrero,Saenz Peña,11666,SI,SI,--,SI,SI,SI,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Santos Lugares,17205,SI,SI,--,SI,--,SI,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),24967,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres De Febrero,Villa Raffo,7948,SI,SI,--,SI,--,--,SI,SI,SI,6840010,-34,-58
BUENOS AIRES,Tres Lomas,Ingeniero Thompson,150,--,--,--,--,--,--,SI,--,--,6847010,-36,-62
BUENOS AIRES,Tres Lomas,Tres Lomas,8061,SI,SI,SI,SI,--,SI,SI,SI,SI,6847020,-36,-62
BUENOS AIRES,Vicente López,Carapachay,14923,SI,SI,--,SI,--,--,SI,SI,SI,6861010,-34,-58
BUENOS AIRES,Vicente López,Florida,47339,SI,SI,--,SI,--,SI,SI,SI,SI,6861010,-34,-58
CABA,COMUNA 11,VILLA DEL PARQUE,55273,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CORDOBA,Unión,Monte Maíz,7325,SI,SI,--,SI,--,--,SI,SI,SI,14182170,-33,-62
CORDOBA,Unión,Morrison,3345,SI,--,--,SI,--,--,SI,SI,SI,14182180,-32,-62
CORDOBA,Unión,Noetinger,4709,--,--,--,SI,--,SI,SI,SI,SI,14182190,-32,-62
CORDOBA,Unión,Ordóñez,2609,SI,--,--,SI,--,--,SI,SI,SI,14182200,-32,-62
CORDOBA,Unión,Pascanas,2763,--,--,--,SI,--,SI,SI,SI,SI,14182210,-33,-63
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,532,--,--,--,SI,--,SI,--,--,--,46056010,-30,-66
LA RIOJA,General Angel V. Peñaloza,Tama,1164,SI,--,--,SI,--,SI,SI,--,SI,46056020,-30,-66
LA RIOJA,General Belgrano,Castro Barros,116,--,--,--,--,--,SI,--,--,--,46063010,-30,-65
LA RIOJA,General Belgrano,Chañar,903,SI,--,--,SI,--,SI,SI,SI,--,46063020,-30,-65
LA RIOJA,General Belgrano,Loma Blanca,731,--,--,--,--,SI,--,--,--,SI,46063030,-30,-66
LA RIOJA,General Belgrano,Olta,4547,--,SI,--,SI,SI,SI,SI,SI,SI,46063040,-30,-66
LA RIOJA,General Juan F. Quiroga,Malanzán,1335,--,--,--,SI,--,SI,SI,--,SI,46070010,-30,-66
LA RIOJA,General Juan F. Quiroga,Nácate,359,--,--,--,--,--,SI,--,--,--,46070020,-30,-66
LA RIOJA,General Juan F. Quiroga,Portezuelo,1017,--,--,--,SI,--,SI,SI,--,--,46070030,-30,-66
LA RIOJA,General Juan F. Quiroga,San Antonio,149,--,--,--,--,--,SI,--,--,--,46070040,-31,-66
LA RIOJA,General Lamadrid,Villa Castelli,1697,--,--,--,SI,--,SI,SI,--,SI,46077010,-29,-68
LA RIOJA,General Ocampo,Ambil,214,--,--,--,--,--,SI,--,--,--,46084010,-31,-66
LA RIOJA,General Ocampo,Colonia Ortiz de Ocampo,152,--,--,--,--,--,--,--,--,--,46084020,-30,-66
LA RIOJA,General Ocampo,Milagro,3494,--,SI,--,SI,--,--,SI,--,SI,46084030,-31,-65
LA RIOJA,General Ocampo,Olpas,178,--,--,--,--,--,--,--,--,--,46084040,-30,-66
LA RIOJA,General Ocampo,Santa Rita de Catuna,1695,--,SI,--,--,SI,--,SI,--,--,46084050,-30,-66
LA RIOJA,General San Martín,Ulapes,3205,--,SI,--,SI,--,SI,SI,--,SI,46091010,-31,-66
LA RIOJA,Independencia,Amaná,148,SI,--,--,--,--,SI,--,--,--,46105010,-30,-67
MISIONES,Eldorado,Valle Hermoso,626,--,--,--,--,--,--,--,--,--,54042090,-26,-54
MISIONES,Eldorado,Villa Roulet,811,--,--,--,--,--,--,--,--,--,54042100,-26,-54
MISIONES,General Manuel Belgrano,Almirante Brown,11482,--,--,--,--,--,--,--,--,--,54049010,-25,-54
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,6492,--,--,--,SI,--,--,SI,--,SI,54049020,-26,-53
MISIONES,General Manuel Belgrano,Caburei,225,--,--,--,--,--,--,--,--,--,54049025,-25,-54
MISIONES,General Manuel Belgrano,Dos Hermanas,1956,--,--,--,--,--,--,--,--,SI,54049030,-26,-53
MISIONES,General Manuel Belgrano,Integración,191,--,--,--,--,--,--,SI,--,--,54049040,-25,-53
MISIONES,General Manuel Belgrano,Piñalito Norte,179,--,--,--,--,--,--,--,--,--,54049043,-25,-53
MISIONES,General Manuel Belgrano,Puerto Andresito,219,--,--,--,--,--,--,--,--,--,54049045,-25,-54
MISIONES,General Manuel Belgrano,Puerto Deseado,179,--,--,--,--,--,--,--,--,--,54049047,-25,-54
MISIONES,General Manuel Belgrano,San Antonio,3665,--,--,--,--,--,--,SI,SI,--,54049050,-26,-53
MISIONES,Guaraní,El Soberbio,5065,--,--,--,--,SI,SI,SI,--,SI,54056010,-27,-54
MISIONES,Guaraní,Fracrán,471,--,--,--,--,--,SI,--,SI,--,54056020,-26,-54
MISIONES,Guaraní,San Vicente,21068,--,--,--,SI,--,SI,SI,SI,SI,54056030,-26,-54
MISIONES,Iguazú,Esperanza,15204,SI,SI,--,SI,--,SI,SI,SI,--,54063010,-26,-54
