provincia,partido,localidad,población,adsl,cablemódem,dial_up,fibra_óptica,satelital,wireless,telefonía_fija,3g,4g,link,latitud,longitud
BUENOS AIRES,25 de Mayo,25 de Mayo,23408,SI,SI,--,--,SI,SI,SI,SI,SI,6854100,-35,-60
BUENOS AIRES,25 de Mayo,Agustín Mosconi,280,--,--,--,--,--,--,SI,--,--,6854010,-35,-60
BUENOS AIRES,25 de Mayo,Del Valle,899,SI,--,--,--,SI,--,--,SI,--,6854020,-35,-60
BUENOS AIRES,25 de Mayo,Ernestina,145,SI,--,--,--,--,--,SI,--,--,6854030,-35,-59
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,547,--,--,--,--,--,SI,--,--,--,6854040,-35,-60
BUENOS AIRES,25 de Mayo,Lucas Monteverde,63,--,--,--,--,--,SI,--,--,--,6854050,-35,-59
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,4524,--,SI,--,SI,--,SI,SI,SI,SI,6854060,-35,-59
BUENOS AIRES,25 de Mayo,Pedernales,1432,SI,--,--,SI,--,SI,SI,--,SI,6854070,-35,-59
BUENOS AIRES,25 de Mayo,San Enrique,279,--,--,--,--,--,--,SI,--,--,6854080,-35,-60
BUENOS AIRES,25 de Mayo,Valdés,579,--,--,--,--,--,--,SI,--,SI,6854090,-35,-60
BUENOS AIRES,9 de Julio,12 de Octubre,219,--,--,--,--,--,SI,SI,--,--,6588030,-35,-60
BUENOS AIRES,9 de Julio,9 de Julio,36494,SI,SI,SI,SI,--,SI,SI,SI,SI,6588100,-35,-60
BUENOS AIRES,Alberti,Villa María,24,--,--,--,--,--,--,--,--,--,6021060,-34,-60
BUENOS AIRES,Alberti,Villa Ortiz (Est. Coronel Mom),815,--,--,--,--,--,SI,SI,SI,SI,6021070,-34,-60
BUENOS AIRES,Almirante Brown,Adrogué,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34,-58
BUENOS AIRES,Almirante Brown,Burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34,-58
BUENOS AIRES,Almirante Brown,Claypole,44098,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010,-34,-58
BUENOS AIRES,Almirante Brown,Don Orione,46366,--,SI,--,--,--,SI,--,SI,SI,6028010,-34,-58
BUENOS AIRES,Almirante Brown,Glew,61985,SI,SI,SI,SI,--,SI,SI,SI,SI,6028010,-34,-58
BUENOS AIRES,Almirante Brown,Jose Mármol,43494,--,SI,SI,SI,--,SI,SI,SI,SI,6028010,-34,-58
BUENOS AIRES,General Pueyrredón,Mar del Plata,560913,SI,SI,SI,SI,SI,SI,SI,SI,SI,6357110,-38,-57
BUENOS AIRES,General Pueyrredón,Punta Mogotes,0,--,--,--,--,--,--,--,SI,SI,6351020,-38,-57
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,4249,SI,--,--,SI,--,SI,SI,SI,SI,6357120,-37,-57
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,--,--,--,SI,--,--,--,SI,SI,6364030,-34,-58
BUENOS AIRES,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,--,--,--,--,--,--,--,SI,SI,6364030,-34,-58
BUENOS AIRES,General Rodríguez,General Rodríguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030,-34,-58
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,421,--,--,SI,SI,--,SI,SI,--,SI,6371010,-34,-58
RIO NEGRO,Pilcaniyeu,Ñirihuau,261,--,--,--,--,--,--,--,--,--,62070040,-41,-71
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),3404,SI,SI,--,SI,--,SI,SI,SI,SI,6462040,-34,-61
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,2468,--,SI,--,--,--,SI,--,SI,SI,6462050,-34,-61
BUENOS AIRES,Leandro N. Alem,Vedia,8827,SI,--,--,SI,SI,SI,SI,SI,SI,6462060,-34,-61
BUENOS AIRES,Lincoln,Arenaza,1328,--,--,--,SI,--,--,SI,SI,SI,6469010,-34,-61
BUENOS AIRES,Lincoln,Bayauca,541,--,--,--,--,--,SI,SI,SI,SI,6469020,-34,-61
BUENOS AIRES,Lincoln,Bermúdez,72,--,--,--,--,--,--,--,--,--,6469030,-34,-61
BUENOS AIRES,Lincoln,Carlos Salas,234,--,--,--,--,--,SI,--,--,--,6469040,-35,-61
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),1041,SI,--,--,--,--,--,SI,SI,SI,6469050,-35,-61
BUENOS AIRES,Lincoln,El Triunfo,1543,--,--,SI,SI,--,--,SI,SI,SI,6469060,-35,-61
BUENOS AIRES,Lincoln,Las Toscas,485,SI,--,--,--,--,--,SI,--,--,6469070,-35,-61
BUENOS AIRES,Lincoln,Lincoln,28051,SI,SI,SI,SI,--,--,SI,SI,SI,6469080,-34,-61
BUENOS AIRES,Lincoln,Pasteur,1962,--,--,--,--,SI,SI,SI,SI,SI,6469090,-35,-62
CABA,COMUNA 01,CONSTITUCION,44107,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
CATAMARCA,La Paz,Quirós,1156,--,--,--,--,--,SI,SI,--,SI,10070120,-28,-65
CATAMARCA,La Paz,Ramblones,68,--,--,--,--,--,--,--,--,--,10070130,-29,-65
CATAMARCA,La Paz,Recreo,11847,SI,SI,--,SI,SI,SI,SI,SI,SI,10070140,-29,-65
CATAMARCA,La Paz,San Antonio,1835,--,--,--,--,--,SI,SI,SI,SI,10070150,-28,-65
CATAMARCA,Paclín,Amadores,172,--,--,--,--,--,--,--,--,--,10077010,-28,-65
CATAMARCA,Paclín,El Rosario,110,--,--,--,--,--,--,--,--,--,10077020,-27,-65
CATAMARCA,Paclín,La Bajada,97,--,--,--,--,--,--,--,--,--,10077030,-28,-65
CATAMARCA,Paclín,La Higuera,236,--,--,--,--,--,--,--,--,--,10077040,-27,-65
CATAMARCA,Paclín,La Merced,1759,SI,--,--,--,SI,SI,SI,--,--,10077050,-28,-65
CABA,COMUNA 12,VILLA URQUIZA,91563,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34,-58
ENTRE RIOS,Colón,Pueblo Liebig's,670,--,--,--,SI,--,SI,SI,SI,--,30008080,-32,-58
ENTRE RIOS,Colón,San José,16336,SI,--,--,--,--,SI,SI,SI,SI,30008090,-32,-58
ENTRE RIOS,Colón,Ubajay,3234,SI,--,--,SI,--,SI,SI,SI,SI,30008100,-31,-58
ENTRE RIOS,Colón,Villa Elisa,10266,SI,SI,--,SI,--,SI,SI,SI,SI,30008110,-32,-58
ENTRE RIOS,Concordia,Benito Legeren,0,--,--,--,--,--,--,--,SI,--,30015130,-31,-58
ENTRE RIOS,Concordia,Calabacilla,879,--,--,--,--,--,--,--,SI,SI,30015010,-31,-58
CATAMARCA,Paclín,La Viña,129,--,--,--,--,--,SI,--,--,--,10077060,-28,-65
CATAMARCA,Paclín,Las Lajas,136,--,--,--,--,SI,--,--,--,--,10077070,-27,-65
CATAMARCA,Paclín,Monte Potrero,186,--,--,--,--,--,--,--,SI,SI,10077080,-28,-65
CATAMARCA,Paclín,Palo Labrado,223,--,--,--,--,--,--,--,--,--,10077090,-28,-65
CATAMARCA,Paclín,San Antonio,266,--,--,--,--,SI,SI,--,--,--,10077100,-28,-65
CATAMARCA,Paclín,Villa de Balcozna,210,--,--,--,--,--,--,--,--,SI,10077110,-27,-65
CATAMARCA,Pomán,Apoyaco,76,--,--,--,--,--,--,--,--,--,10084010,-28,-66
CATAMARCA,Pomán,Colana,478,--,--,--,--,--,--,--,--,--,10084020,-28,-66
CATAMARCA,Pomán,Colpes,774,--,--,--,--,--,SI,--,--,--,10084030,-28,-66
CATAMARCA,Pomán,El Pajonal (Est. Pomán),590,--,--,--,--,--,--,--,--,--,10084040,-28,-66
CATAMARCA,Pomán,Joyango,53,--,--,--,--,--,--,--,--,--,10084050,-28,-66
CATAMARCA,Pomán,Mutquin,1075,--,--,--,--,SI,--,--,--,--,10084060,-28,-66
CATAMARCA,Pomán,Pomán,2856,--,--,--,--,SI,--,SI,SI,SI,10084070,-28,-66
CATAMARCA,Pomán,Rincón,523,--,--,--,--,--,--,SI,--,--,10084080,-28,-66
CATAMARCA,Pomán,San Miguel,413,--,--,--,--,--,SI,--,--,--,10084090,-28,-66
CATAMARCA,Pomán,Saujil,2368,--,--,--,--,SI,SI,SI,--,SI,10084100,-28,-66
CATAMARCA,Pomán,Siján,1169,--,--,--,--,SI,--,SI,--,--,10084110,-28,-66
CATAMARCA,Santa María,Andalhualá,241,--,--,--,--,--,--,--,--,--,10091010,-26,-66
CATAMARCA,Santa María,Caspichango,39,--,--,--,--,--,--,--,--,--,10091020,-26,-65
CATAMARCA,Santa María,Chañar Punco,1736,SI,--,--,SI,--,--,--,--,--,10091030,-26,-66
CATAMARCA,Santa María,El Cajón,141,--,--,--,--,--,--,--,--,--,10091040,-26,-66
CATAMARCA,Santa María,El Cerrito,0,--,--,--,--,--,--,--,SI,SI,10091040,-26,-66
CATAMARCA,Santa María,El Desmonte,144,--,--,--,--,--,--,--,--,--,10091050,-26,-66
CATAMARCA,Santa María,El Puesto,200,--,--,--,--,--,--,--,--,--,10091060,-26,-66
ENTRE RIOS,Concordia,Clodomiro Ledesma,124,--,--,--,--,--,--,--,--,SI,30015020,-31,-58
ENTRE RIOS,Concordia,Colonia Ayuí,1724,--,--,--,--,--,--,SI,SI,SI,30015030,-31,-58
ENTRE RIOS,Concordia,Colonia General Roca,640,--,--,--,--,--,--,--,--,--,30015040,-31,-58
ENTRE RIOS,Concordia,Colonia Yeruá,0,--,--,--,--,--,--,--,--,--,30015087,-31,-58
ENTRE RIOS,Concordia,Concordia,149450,SI,SI,--,SI,SI,SI,SI,SI,SI,30015060,-31,-58
ENTRE RIOS,Concordia,El Redomón,0,--,--,--,--,--,--,--,--,--,30015110,-31,-58
ENTRE RIOS,Concordia,Estación Yeruá,316,--,--,--,--,--,--,SI,--,--,30015080,-31,-58
ENTRE RIOS,Concordia,Estación Yuquerí,190,--,--,--,--,--,--,--,--,--,30015083,-31,-58
ENTRE RIOS,Concordia,Estancia Grande,578,--,--,--,--,--,--,--,--,--,30015087,-31,-58
ENTRE RIOS,Concordia,La Criolla,1543,--,--,--,SI,--,SI,SI,SI,SI,30015090,-31,-58
ENTRE RIOS,Concordia,Las Tejas,0,--,--,--,--,--,--,--,SI,SI,30015130,-31,-58
ENTRE RIOS,Concordia,Los Charrúas,3306,--,--,--,--,--,SI,SI,SI,SI,30015100,-31,-58
ENTRE RIOS,Concordia,Nueva Escocia,453,--,--,--,--,--,--,--,--,--,30015110,-31,-58
ENTRE RIOS,Concordia,Osvaldo Magnasco,1241,--,--,--,--,--,--,SI,--,SI,30015120,-31,-58
ENTRE RIOS,Concordia,Pedernal,516,--,--,--,--,--,SI,--,--,SI,30015130,-31,-58
ENTRE RIOS,Concordia,Puerto Yeruá,1274,--,--,--,--,--,--,SI,--,--,30015140,-31,-58
ENTRE RIOS,Concordia,Villa Adela,0,--,--,--,--,--,--,--,SI,SI,30015130,-31,-58
ENTRE RIOS,Concordia,VILLA ZORRAQUIN,0,--,--,--,--,--,--,--,SI,SI,30015130,-31,-58
MENDOZA,Malargüe,Las Leñas,9,--,--,--,SI,--,--,SI,SI,SI,50077030,-35,-70
MENDOZA,Malargüe,Malargüe,21619,--,SI,--,SI,SI,SI,SI,SI,SI,50077040,-35,-69
MENDOZA,Rivadavia,Andrade,216,--,--,--,--,--,SI,--,--,--,50084010,-33,-68
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,267,--,--,--,--,--,SI,--,--,--,50084020,-33,-68
MENDOZA,Rivadavia,Barrio Rivadavia,408,--,--,--,--,SI,SI,--,--,--,50084030,-33,-68
MENDOZA,Rivadavia,Cuadro Ortega,0,--,--,--,--,--,--,--,SI,--,50084110,-33,-68
MENDOZA,Rivadavia,El Mirador,783,--,--,--,SI,--,SI,--,--,--,50084040,-33,-68
MENDOZA,Rivadavia,La Central,802,--,--,--,--,--,SI,--,SI,SI,50084050,-33,-68
MENDOZA,Rivadavia,La Esperanza,200,--,--,--,--,--,SI,--,--,--,50084060,-33,-68
MENDOZA,Rivadavia,La Florida,1518,--,--,--,--,--,SI,--,--,--,50084070,-33,-68
MENDOZA,Rivadavia,La Libertad,582,--,--,--,--,--,SI,--,--,--,50084080,-33,-68
MENDOZA,Rivadavia,Los Árboles,362,--,--,--,--,--,SI,--,--,--,50084090,-33,-68
MENDOZA,Rivadavia,Los Campamentos,1062,--,--,--,--,--,SI,SI,--,--,50084100,-33,-68
MENDOZA,Rivadavia,Medrano,1598,--,--,SI,--,--,SI,SI,SI,SI,50084110,-33,-68
MENDOZA,Rivadavia,Mundo Nuevo,295,--,--,--,--,--,SI,--,SI,SI,50084120,-33,-68
MENDOZA,Rivadavia,Reducción de Abajo,490,--,--,--,--,--,SI,SI,--,--,50084130,-33,-68
SAN JUAN,Albardón,El Rincón,1252,SI,--,SI,--,--,SI,SI,SI,SI,70007010,-31,-68
SAN JUAN,Albardón,La Cañada,0,--,--,--,--,--,--,--,--,--,70007010,-31,-68
SAN JUAN,Albardón,Villa Ampacama,0,--,--,--,--,--,--,--,--,--,70007010,-31,-68
SAN JUAN,Albardón,Villa General San Martin,0,--,--,--,--,--,SI,--,--,--,70007010,-31,-68
SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,22046,--,--,--,--,--,SI,--,--,--,70007020,-31,-68
SAN JUAN,Angaco,Las Tapias,1563,--,--,--,--,--,--,SI,--,--,70014010,-31,-68
SAN JUAN,Angaco,Villa El Salvador,0,--,--,--,--,--,SI,--,SI,SI,70014010,-31,-68
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,4472,--,--,--,--,--,SI,--,--,--,70014020,-31,-68
SAN JUAN,Angaco,Villa Sefair (Talacasto),0,--,--,--,--,--,--,--,--,--,70014010,-31,-68
SAN JUAN,Calingasta,Barreal,0,--,--,--,--,--,--,--,SI,SI,70021020,-31,-69
SAN JUAN,Calingasta,Barreal - Villa Pituil,3463,--,--,SI,--,--,SI,SI,SI,--,70021010,-31,-69
SAN JUAN,Calingasta,Calingasta,2198,--,--,--,SI,--,SI,SI,SI,--,70021020,-31,-69
SAN JUAN,Calingasta,Tamberías,988,--,--,SI,--,--,SI,SI,SI,--,70021030,-31,-69
SAN JUAN,Calingasta,Villa Pituil,0,--,--,--,--,--,--,--,--,--,70021020,-31,-69
SAN JUAN,Capital,San Juan,109123,SI,SI,SI,SI,SI,SI,SI,SI,SI,70028010,-31,-68
SAN JUAN,Caucete,Barrio Justo P. Castro IV,589,--,--,--,--,--,--,--,--,--,70035015,-31,-68
SAN JUAN,Caucete,Bermejo,484,--,--,--,--,SI,--,SI,--,--,70035010,-31,-67
RIO NEGRO,Pilcaniyeu,Paso Flores,0,--,--,--,--,SI,--,--,--,--,62070030,-40,-70
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,757,--,--,--,--,SI,--,--,--,--,62070060,-41,-70
RIO NEGRO,Pilcaniyeu,Pilquiniyeu del Limay,106,--,--,--,SI,--,--,--,--,--,62070070,-40,-70
RIO NEGRO,Pilcaniyeu,Villa Llanquín,113,--,--,--,--,SI,--,--,--,--,62070080,-40,-71
RIO NEGRO,San Antonio,El Empalme,81,--,--,--,--,--,--,--,--,--,62077005,-40,-65
RIO NEGRO,San Antonio,Las Grutas,4807,SI,--,SI,SI,SI,--,SI,SI,SI,62077010,-40,-65
RIO NEGRO,San Antonio,Playas Doradas,194,--,--,--,--,--,SI,--,--,--,62077020,-41,-65
RIO NEGRO,San Antonio,Puerto San Antonio Este,381,SI,--,--,SI,SI,SI,SI,--,--,62077030,-40,-64
RIO NEGRO,San Antonio,Punta Colorada,4,--,--,--,--,--,SI,--,SI,--,62077040,-41,-65
RIO NEGRO,San Antonio,Saco Viejo,8,--,--,--,--,--,SI,--,--,--,62077045,-40,-64
RIO NEGRO,San Antonio,San Antonio Oeste,16265,SI,--,SI,SI,SI,SI,SI,SI,SI,62077050,-40,-64
RIO NEGRO,San Antonio,Sierra Grande,7404,SI,--,SI,SI,SI,SI,SI,SI,SI,62077060,-41,-65
RIO NEGRO,Valcheta,Aguada Cecilio,155,--,--,--,SI,SI,--,--,--,--,62084010,-40,-65
RIO NEGRO,Valcheta,Arroyo Los Berros,168,--,--,--,--,SI,--,--,--,--,62084020,-41,-66
RIO NEGRO,Valcheta,Arroyo Ventana,30,--,--,--,--,SI,--,SI,--,--,62084030,-41,-66
RIO NEGRO,Valcheta,Nahuel Niyeu,32,--,--,--,SI,--,--,--,--,--,62084040,-40,-66
RIO NEGRO,Valcheta,Sierra Pailemán,74,--,--,--,--,SI,--,SI,--,--,62084050,-41,-65
RIO NEGRO,Valcheta,Valcheta,3867,--,--,--,SI,SI,SI,SI,--,SI,62084060,-40,-66
SALTA,Anta,Apolinario Saravia,6730,--,SI,--,SI,SI,SI,SI,SI,SI,66007010,-24,-64
SALTA,Anta,Ceibalito,176,--,--,--,SI,--,--,--,--,--,66007020,-25,-64
SALTA,Anta,Centro 25 de Junio,877,--,--,--,--,--,--,--,SI,SI,66007030,-24,-63
SALTA,Anta,Coronel Mollinedo,1061,--,--,--,--,SI,SI,--,--,SI,66007040,-24,-64
SALTA,Anta,Coronel Olleros,432,--,--,--,--,--,SI,--,--,--,66007050,-25,-64
SALTA,Anta,El Quebrachal,6536,--,SI,--,SI,SI,SI,SI,SI,--,66007060,-25,-64
SALTA,Anta,Gaona,1883,--,SI,--,SI,SI,--,SI,--,--,66007070,-25,-64
SALTA,Anta,General Pizarro,1604,--,--,--,SI,SI,SI,--,--,SI,66007080,-24,-63
SALTA,Anta,Joaquín V. González,16329,SI,SI,--,SI,SI,--,SI,SI,SI,66007090,-25,-64
SALTA,Anta,Las Lajitas,9887,--,SI,--,SI,SI,SI,SI,SI,SI,66007100,-24,-64
SALTA,Anta,Luis Burela,1070,--,--,--,--,--,SI,--,--,--,66007110,-24,-63
SALTA,Anta,Macapillo,90,--,--,--,--,--,--,--,--,--,66007120,-25,-63
SALTA,Anta,Nuestra Señora de Talavera,1328,--,--,--,--,--,--,--,SI,SI,66007130,-25,-63
SALTA,Anta,Piquete Cabado,681,--,--,--,--,SI,SI,--,--,--,66007140,-24,-64
SANTA FE,General Obligado,El Rabón,865,--,SI,--,--,SI,SI,--,--,SI,82049050,-28,-59
SANTA FE,General Obligado,Florencia,5982,SI,SI,--,--,SI,SI,SI,SI,SI,82049060,-28,-59
SANTA FE,General Obligado,Guadalupe Norte,654,SI,--,--,--,--,--,SI,--,SI,82049070,-28,-59
SANTA FE,General Obligado,Ingeniero Chanourdie,319,--,--,--,--,SI,SI,SI,--,--,82049080,-28,-59
SANTA FE,General Obligado,La Isleta,210,--,--,--,--,SI,--,--,--,--,82049090,-28,-59
SANTA FE,General Obligado,La Sarita,483,--,--,--,--,--,SI,SI,--,SI,82049100,-28,-59
SANTA FE,General Obligado,Lanteri,907,--,--,--,--,--,SI,SI,SI,SI,82049110,-28,-59
SANTA FE,General Obligado,Las Garzas,1123,SI,--,--,--,--,--,SI,--,SI,82049120,-28,-59
SANTA FE,General Obligado,Las Toscas,10838,SI,SI,--,SI,SI,SI,SI,SI,SI,82049130,-28,-59
SANTA FE,General Obligado,Los Laureles,364,--,--,--,--,--,--,SI,--,SI,82049140,-29,-59
SANTA FE,General Obligado,Malabrigo,6734,SI,SI,--,--,--,SI,SI,SI,SI,82049150,-29,-59
SANTA FE,General Obligado,Paraje San Manuel,164,--,--,--,--,SI,--,SI,--,--,82049160,-28,-59
SANTA FE,General Obligado,Puerto Reconquista,1144,--,--,--,--,--,--,SI,--,--,82049170,-29,-59
SANTA FE,La Capital,Arroyo Leyes,2420,--,SI,--,SI,--,SI,--,--,--,82063030,-31,-60
SANTA FE,La Capital,Cabal,54,--,--,--,--,--,SI,--,--,--,82063040,-31,-60
SANTA FE,La Capital,Campo Andino,313,--,--,--,--,--,--,SI,--,--,82063050,-31,-60
SANTA FE,La Capital,Candioti,888,--,--,--,SI,--,SI,SI,--,--,82063060,-31,-60
SANTA FE,La Capital,Emilia,691,SI,--,--,SI,--,SI,SI,--,SI,82063070,-31,-60
SANTA FE,La Capital,Laguna Paiva,12334,SI,--,--,--,--,SI,SI,SI,SI,82063080,-31,-60
SANTA FE,La Capital,Llambi Campbell,2260,SI,--,--,--,--,SI,SI,SI,SI,82063090,-31,-60
SANTA FE,La Capital,Monte Vera,5726,SI,--,--,--,SI,--,SI,SI,SI,82063100,-31,-60
SANTA FE,La Capital,Nelson,4206,SI,--,--,SI,--,SI,SI,SI,SI,82063110,-31,-60
SANTA FE,La Capital,Paraje Chaco Chico,139,--,--,--,--,--,--,--,SI,SI,82063120,-31,-60
SANTA FE,La Capital,Paraje La Costa,67,--,--,--,--,--,--,--,--,--,82063130,-31,-60
SANTA FE,La Capital,Recreo,12774,SI,SI,--,SI,--,SI,SI,SI,SI,82063140,-31,-60
SANTA FE,La Capital,RINCON NORTE,0,--,--,--,--,--,--,--,--,--,82063070,-31,-60
SANTA FE,La Capital,Rincón Potrero,589,--,--,--,--,--,--,--,--,--,82063150,-31,-60
SANTA FE,Las Colonias,Progreso,2118,--,--,--,--,--,SI,SI,SI,SI,82070190,-31,-60
SANTA FE,Las Colonias,Providencia,663,--,--,--,--,--,SI,SI,--,SI,82070200,-30,-61
SANTA FE,Las Colonias,Sa Pereyra,1533,SI,--,--,--,--,SI,SI,--,--,82070210,-31,-61
SANTA FE,Las Colonias,San Agustín,630,--,--,--,--,--,SI,SI,SI,SI,82070220,-31,-60
SANTA FE,Las Colonias,San Carlos Centro,10717,SI,SI,--,SI,--,SI,SI,SI,--,82070230,-31,-61
SANTA FE,Las Colonias,San Carlos Norte,812,--,SI,--,SI,--,SI,SI,--,--,82070240,-31,-61
SANTA FE,Las Colonias,San Carlos Sud,1927,SI,SI,--,SI,--,SI,SI,SI,SI,82070250,-31,-61
SANTA FE,Las Colonias,San Jerónimo del Sauce,742,--,--,--,SI,--,SI,SI,SI,SI,82070260,-31,-61
SANTA FE,Las Colonias,San Jerónimo Norte,5962,SI,--,--,SI,--,SI,SI,SI,SI,82070270,-31,-61
SANTA FE,Las Colonias,San Mariano,218,--,--,--,--,--,--,SI,--,--,82070280,-31,-61
SANTA FE,Las Colonias,Santa Clara de Buena Vista,2540,--,SI,--,--,--,--,SI,SI,SI,82070290,-31,-61
SANTA FE,Las Colonias,Santo Domingo,1470,--,--,--,--,--,SI,SI,--,SI,82070300,-31,-60
SANTA FE,Rosario,Fighiera,4034,SI,--,--,--,--,SI,SI,SI,SI,82084130,-33,-60
SANTA FE,Rosario,Funes,23281,SI,SI,--,SI,SI,SI,SI,SI,SI,82084140,-32,-60
SANTA FE,Rosario,General Lagos,3419,SI,--,--,SI,--,SI,SI,SI,SI,82084150,-33,-60
SANTA FE,Rosario,Granadero Baigorria,36994,--,SI,--,SI,--,SI,SI,SI,SI,82084160,-32,-60
SANTA FE,Rosario,Ibarlucea,3698,--,SI,--,SI,--,SI,SI,SI,SI,82084170,-32,-60
SANTA FE,Rosario,Kilómetro 101,36,SI,--,--,--,SI,--,--,SI,SI,82084180,-33,-60
SANTA FE,Rosario,Los Muchachos - La Alborada,129,--,--,--,--,--,--,--,--,--,82084190,-33,-60
SANTA FE,Rosario,Monte Flores,166,SI,--,--,--,--,--,--,SI,SI,82084200,-33,-60
SANTA FE,Rosario,Pérez,26448,SI,--,--,SI,SI,SI,SI,SI,SI,82084210,-32,-60
SANTA FE,Rosario,Piñero (Est. Erasto),1146,--,SI,--,SI,--,--,--,--,SI,82084220,-33,-60
BUENOS AIRES,9 de Julio,Alfredo Demarchi (Est. Facundo Quiroga),1853,SI,--,--,--,--,--,SI,SI,SI,6588010,-35,-61
BUENOS AIRES,9 de Julio,Carlos María Naón,497,--,--,--,--,--,--,SI,SI,SI,6588020,-35,-60
BUENOS AIRES,9 de Julio,Dudignac,2670,--,--,SI,--,--,SI,SI,SI,SI,6588040,-35,-60
BUENOS AIRES,9 de Julio,La Aurora (Est. La Niña),531,--,--,--,--,--,--,--,--,--,6588050,-35,-61
BUENOS AIRES,9 de Julio,Manuel B. Gonnet (Est. French),748,SI,--,--,SI,--,--,SI,SI,SI,6588060,-35,-60
BUENOS AIRES,9 de Julio,Marcelino Ugarte (Est. Dennehy),76,--,--,--,--,--,--,SI,SI,SI,6588070,-35,-60
BUENOS AIRES,9 de Julio,Morea,347,--,--,--,--,--,SI,SI,--,--,6588080,-35,-60
BUENOS AIRES,9 de Julio,Norumbega,57,--,--,--,--,--,--,SI,--,--,6588090,-35,-60
BUENOS AIRES,9 de Julio,Patricios,745,SI,--,--,--,--,SI,SI,SI,--,6588110,-35,-60
BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),566,--,--,--,SI,--,SI,SI,SI,SI,6588120,-35,-60
BUENOS AIRES,Adolfo Alsina,Carhué,9660,SI,--,SI,SI,--,SI,SI,SI,SI,6007010,-37,-62
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,563,--,--,--,SI,--,--,SI,--,--,6007020,-37,-63
BUENOS AIRES,Adolfo Alsina,Delfín Huergo,14,--,--,--,--,--,--,--,--,--,6007030,-37,-63
BUENOS AIRES,Adolfo Alsina,Espartillar,21,--,--,--,--,--,--,--,--,SI,6007040,-37,-62
BUENOS AIRES,Berisso,Villa Independencia,0,--,--,--,--,--,--,--,--,--,6098010,-34,-57
BUENOS AIRES,Berisso,Villa Nueva,0,--,--,--,SI,--,SI,--,SI,SI,6098010,-34,-57
BUENOS AIRES,Berisso,Villa Porteña,0,--,--,--,--,--,--,--,--,--,6098010,-34,-57
BUENOS AIRES,Berisso,Villa Progreso,0,--,--,--,SI,--,SI,--,--,--,6098010,-34,-57
BUENOS AIRES,Berisso,Villa San Carlos,0,--,--,--,--,--,--,--,SI,SI,6098010,-34,-57
BUENOS AIRES,Berisso,Villa Zula,0,--,--,--,--,--,--,--,--,--,6098010,-34,-57
BUENOS AIRES,Bolívar,Hale,211,SI,--,--,--,--,--,SI,--,--,6105010,-36,-60
BUENOS AIRES,Bolívar,Juan F. Ibarra,33,--,--,--,SI,--,--,--,--,--,6105020,-36,-61
BUENOS AIRES,Bolívar,Mariano Unzué,0,--,--,--,--,--,--,--,--,--,6105060,-36,-61
BUENOS AIRES,Bolívar,Paula,40,--,--,--,--,--,--,--,--,--,6105040,-36,-61
BUENOS AIRES,Bolívar,Pirovano,1551,--,--,--,--,--,SI,SI,SI,--,6105050,-36,-61
BUENOS AIRES,Bolívar,San Carlos de Bolívar (Est. Bolívar),26242,SI,SI,SI,SI,SI,SI,SI,SI,SI,6105060,-36,-61
BUENOS AIRES,Bolívar,Urdampilleta,2643,--,--,SI,--,--,SI,SI,SI,SI,6105070,-36,-61
BUENOS AIRES,Bolívar,Villa Lynch Pueyrredón,62,--,--,--,--,--,--,--,--,--,6105080,-36,-61
BUENOS AIRES,Bragado,Asamblea,7,--,--,--,--,--,--,--,--,--,6112005,-35,-60
BUENOS AIRES,Bragado,Bragado,33222,SI,SI,SI,SI,--,SI,SI,SI,SI,6112010,-35,-60
BUENOS AIRES,Bragado,Comodoro Py,634,--,--,--,SI,--,SI,--,SI,SI,6112020,-35,-60
SALTA,Cerrillos,Barrio Las Tunas,0,--,--,--,SI,--,--,--,--,SI,66035030,-24,-65
SALTA,Cerrillos,Barrio Los Olmos,0,--,--,--,--,--,--,--,--,--,66035030,-24,-65
BUENOS AIRES,La Plata,La Plata,207620,SI,SI,SI,SI,SI,SI,SI,SI,SI,6441030,-34,-57
