año,trimestre,provincia,otros,"0,256_mbps","0,5_mbps","0,512_mbps","0,75_mbps",1_mbps,2_mbps,3_mbps,"3,5_mbps",4_mbps,5_mbps,6_mbps,7_mbps,8_mbps,9_mbps,10_mbps,11_mbps,12_mbps,15_mbps,16_mbps,18_mbps,20_mbps,24_mbps,25_mbps,30_mbps,35_mbps,40_mbps,50_mbps,60_mbps,100_mbps,120_mbps,150_mbps,200_mbps,300_mbps,500_mbps,1000_mbps
2022,4,Jujuy,0,0,26,32,0,1763,1639,3947,0,3364,5125,4577,10,1114,0,12946,0,23494,642,0,4,12290,0,29,305,0,0,35579,0,7387,0,0,1,3346,387,8
2022,4,La Pampa,16028,1,6,61,143,1544,3218,7809,2327,3018,2291,33770,516,1789,0,8029,0,15,4386,0,0,4766,0,5,4477,1,123,16423,0,2911,0,0,0,276,25,0
2022,4,La Rioja,0,0,9,9,0,595,8,735,0,2,163,1623,0,85,0,2925,22,15802,475,0,0,8136,519,1,4511,0,0,35334,0,8700,0,0,137,5925,544,2
2022,4,Mendoza,21144,1,86,16,737,2217,3217,3647,10699,1660,1282,13688,1092,10780,239,8244,0,9392,17737,0,0,8806,8547,134,52398,0,24,90754,1,20091,0,0,15,3816,268,4
2022,4,Misiones,8590,0,47,4,0,3510,11038,4823,4,1564,6349,11844,2143,45,4,19181,4,120,3261,1,1,8807,0,3,3198,0,71,26752,19,40599,474,0,4040,26295,2470,57
2022,4,Neuquén,2250,0,62,106,458,536,1677,6634,10737,1476,9144,9146,276,6292,0,7392,0,2177,4788,0,0,6042,0,59,17332,0,65,11443,8,29142,0,204,37,27272,4300,80
2022,4,Río Negro,29644,0,36,75,501,580,2759,6519,7796,2815,2072,10092,0,9287,1,4643,18,3719,9470,0,3,7232,0,7131,5433,0,104,5289,184,17974,103,1,9,16972,1385,33
2022,4,Salta,6747,0,41,73,1,1196,1537,6806,8,8242,4858,10079,303,6872,0,63930,0,72,2032,0,4,2927,11,1,120,0,74,28164,0,31271,357,0,0,27356,2486,39
2022,4,San Juan,11840,0,21,3,723,1304,1398,11491,11509,860,2062,2749,1136,9391,28,692,0,8892,10662,0,0,886,6748,811,10700,0,3,9500,1,401,0,0,0,15,0,0
2022,4,San Luis,3353,0,59,1,163,461,491,2780,1418,0,319,6777,94,2622,504,21464,0,10615,1836,0,0,1530,0,78376,132,0,35,470,0,149,0,0,0,0,20,1548
2022,4,Santa Cruz,1048,3,26,22,218,6592,2106,2535,2001,826,1840,2308,16,2324,9,9160,0,2317,4388,0,725,2944,92,911,2240,516,34,4626,0,210,0,0,0,0,0,0
2022,4,Santa Fe,18340,32,335,101,5,9369,9620,33069,172,5862,21980,45064,5727,10235,1441,177017,0,3200,19066,60,8,50876,39,8787,14216,17,936,128781,303,151980,827,2818,8744,141659,13945,241
2022,4,Santiago Del Estero,989,0,39,139,908,359,380,10355,0,1220,419,13502,1346,86,0,56704,0,13163,533,0,0,4039,0,18,643,0,36,935,0,5521,0,0,0,7102,741,10
2022,4,Tierra Del Fuego,2264,0,11,11,318,584,1,462,3740,2004,410,5032,0,8890,9,4735,0,12055,8957,0,257,96,187,3154,306,87,96,1126,48,127,0,33,0,259,0,0
2022,4,Tucumán,15118,0,19,20,0,1562,118,7621,2271,347,1200,18439,157,146,123,34999,0,12087,2260,0,0,12021,138,115,1121,2,3,59442,1,54843,0,0,3,35619,3593,29
2022,3,Buenos Aires,125147,18,25815,169,4611,17899,19520,43554,41735,13365,27327,75439,11286,63826,688,157372,10,21114,94414,231,1080,124540,106,42701,782651,1373,5574,504344,75495,865122,496,484778,7739,1060257,149680,156691
2022,3,Capital Federal,0,31,451,34,1307,4111,249,3971,11975,994,3547,9017,7,16864,3,34541,5,92,29730,5,0,7537,0,433,58579,24,238,66357,17314,375600,30,147085,3301,553467,86440,68405
2022,3,Catamarca,70,0,34,37,0,176,115,1644,0,1,332,780,0,0,0,3424,0,31,1901,0,0,2272,914,47,861,0,0,35211,0,17716,0,0,42,8099,372,20
2022,3,Chaco,3816,0,234,2,0,416,780,2925,167,385,5115,4784,106,700,1,8237,0,137,3421,0,0,1975,0,3435,2294,19,0,33117,0,55941,650,0,1053,23172,1610,150
2022,3,Chubut,16640,8,69,34,836,247,1870,5642,11441,6185,4369,14321,76,13374,21,18414,1,5603,13739,141,0,3484,8047,5560,7643,0,29,31184,2,1255,0,0,1,158,3,0
2022,3,Córdoba,14710,2,87,10,83,7973,7589,25408,4897,10133,8411,53772,1818,10313,714,74948,88,7337,19975,134,58,19378,2,23046,6694,8,1368,242593,5952,295368,891,27,11502,198178,18929,3190
2022,3,Corrientes,6242,0,10,57,118,2572,1721,5092,480,1718,2751,6875,0,4890,0,11640,0,8,1673,3548,0,2451,0,1421,589,0,2834,31709,0,37081,1705,0,2442,25789,1851,266
2022,3,Entre Ríos,13975,1,20,86,113,4177,4821,6815,390,2334,5417,14797,358,2399,0,48690,0,1486,5069,1,0,9566,0,863,6383,0,0,40205,0,69813,780,1,2043,51544,3543,708
2022,3,Formosa,302,1,49,35,0,158,1447,10284,0,3296,2059,5047,108,162,0,10654,0,40,1172,0,0,2964,0,9,268,3,13,1361,0,11492,0,0,0,11104,581,109
2022,3,Jujuy,1970,0,26,32,0,1268,1637,2959,0,2889,5128,2351,10,946,0,10327,0,23495,362,0,4,4687,0,8,268,0,0,45106,0,9395,0,0,1,4381,281,19
2022,3,La Pampa,1599,3,6,62,143,1276,2312,6114,2327,2454,2198,29499,516,1562,0,15195,0,1,5102,0,0,10118,0,1543,3792,1,2900,23478,1939,5863,1290,0,8,474,129,8
2022,3,La Rioja,0,0,9,9,0,407,8,404,0,2,180,742,0,85,0,1481,22,15442,287,0,0,9019,209,0,4503,0,0,36934,0,11474,0,0,137,5936,469,23
2022,3,Mendoza,5566,2,86,16,737,2208,3081,4179,10699,1584,1108,13894,13,10780,1251,8856,0,4467,19102,0,0,6480,626,155,53012,0,4,111499,1,28343,1,0,447,10984,642,33
2022,3,Misiones,8526,0,47,4,0,3173,11019,3874,4,1705,3170,7110,7855,29,0,18485,1,116,1227,0,0,8468,0,8,3649,0,71,37533,19,51195,502,1027,5008,25109,1418,229
2022,3,Neuquén,20168,1,62,73,458,539,1626,5303,10737,1438,7821,8457,246,6119,0,7117,0,3775,5148,0,0,1567,0,259,14327,0,66,8573,7,30680,0,4,0,26468,2734,469
2022,3,Río Negro,15576,1,36,75,501,534,677,5428,7796,727,2135,8737,0,11085,1,6555,18,1640,9894,0,3,5636,0,7618,16244,2,33,16821,259,22385,233,33,26,17629,971,228
2022,3,Salta,6646,0,41,73,1,925,1538,5731,8,8365,4873,6837,330,6869,0,57331,0,88,1392,0,4,1707,0,2,75,0,0,29271,0,38867,35,0,1,28286,1664,355
2022,3,San Juan,22755,0,21,3,723,1298,606,4403,11509,251,309,4967,86,9157,9,3778,0,799,9836,0,0,962,627,339,10448,0,0,18638,1,3254,0,0,0,1790,6,0
2022,3,San Luis,5968,0,59,1,163,465,491,2772,1418,2,347,6288,3,2622,49,21080,0,5632,1836,0,0,1485,0,70721,136,0,35,7623,0,1983,0,0,0,740,29,23645
2022,3,Santa Cruz,33803,4,26,20,218,209,724,1259,2001,504,1272,2004,1,2360,4,7212,0,251,6224,0,1,706,31,1454,5592,1139,3,7710,0,1386,0,587,102,0,142,0
2022,3,Santa Fe,16168,32,335,101,5,6412,6337,22748,164,5400,17998,23175,4114,10561,1464,136891,0,1200,25445,31,8,31836,39,12483,16119,41,5817,179739,1892,210827,1219,1621,10211,146478,9107,1317
2022,3,Santiago Del Estero,917,2,39,139,908,226,381,5230,0,1220,409,4881,352,114,0,52745,0,14787,241,0,0,9253,0,18,5778,0,41,6701,1,10229,0,0,0,8542,664,54
2022,3,Tierra Del Fuego,7121,0,11,11,318,516,2,3,3740,1873,430,4121,0,8034,4,1636,0,3518,8105,0,200,216,1280,14491,196,486,7,4035,81,415,0,30,3,670,0,0
2022,3,Tucumán,488,0,19,20,0,927,116,4696,2271,44,1025,8075,146,145,1,19626,0,12926,2031,0,0,8306,514,84,983,12,2,80426,1,75387,0,0,3,41670,2841,148
2022,2,Buenos Aires,65849,19,30428,192,4611,23712,24158,62107,41976,13773,32905,119878,11154,70266,275,225103,10,32035,86086,301,17859,137500,25,73929,774956,873,3304,995477,453704,939723,308,125334,734,159743,13781,13640
2022,2,Capital Federal,105607,31,451,35,1307,4673,334,4893,11975,992,3369,14473,7,16652,3,55772,5,3936,29971,5,13681,7774,0,25678,58948,9,123,406963,107522,447629,5,47197,2600,113970,4706,11829
2022,2,Catamarca,2207,0,34,37,0,413,115,1337,0,0,18,2208,2,0,1,6152,0,2179,792,0,0,4194,2236,227,930,0,0,27440,0,14685,0,0,42,1759,0,0
2022,2,Chaco,3708,0,234,2,0,936,780,4695,167,385,3638,7913,106,700,1,19302,0,2133,1796,0,221,4241,0,1543,14442,0,18,46059,0,26030,0,0,0,4113,0,40
2022,2,Chubut,20021,8,69,32,836,608,5486,5184,11441,5529,2415,15749,166,12602,424,18025,1,15228,18743,0,0,318,1791,4134,9590,0,10,14046,0,323,0,0,1,25,0,0
2022,2,Córdoba,13426,2,87,10,83,11888,9012,42534,4897,13430,7973,82447,2575,12207,2198,103492,88,15687,24663,134,3396,27910,2,23571,5158,8,485,360907,5081,220478,223,16,289,31268,0,426
2022,2,Corrientes,7107,0,10,57,118,3819,2959,7270,480,1688,1570,10286,0,2921,0,21921,0,171,1691,1108,201,4830,0,1235,20498,0,0,28844,0,22570,0,0,0,3589,0,53
2022,2,Entre Ríos,16759,1,20,86,113,5543,4659,11198,390,2393,5012,24985,1117,1541,3,45896,0,4337,3636,1,719,9819,0,3378,28995,0,0,56221,0,37479,0,1,0,4973,0,77
2022,2,Formosa,590,0,49,48,0,407,1896,9891,0,3289,3085,5673,26,88,0,19592,0,326,538,0,195,5271,0,317,278,5,16,7583,0,7608,0,0,0,1094,0,16
2022,2,Jujuy,2453,0,26,32,0,1829,1637,5370,0,2855,4736,4860,10,999,0,14781,0,23223,520,0,4,14039,0,361,162,0,0,29231,0,7308,0,0,1,644,0,6
2022,2,La Pampa,3012,1,6,61,143,1744,3758,7920,2327,3412,2420,42524,118,1719,0,8005,0,27,6958,0,0,4815,0,72,5178,1,0,14926,63,2069,36,0,0,24,0,0
2022,2,La Rioja,0,0,9,9,0,728,8,899,0,2,162,2108,1,85,0,3804,22,15641,487,0,0,7664,705,266,4512,0,0,36890,0,11417,0,0,137,473,0,1
2022,2,Mendoza,3940,1,86,16,737,2217,3359,4988,10699,1640,892,22035,1582,10780,1629,8566,0,36586,19422,0,0,8130,11992,143,53578,0,37,58158,2,14986,0,0,16,1925,1,2
2022,2,Misiones,8350,0,47,4,0,3808,11079,5407,4,1622,6237,12905,585,48,6,21073,4,177,3272,1,246,9073,0,979,18797,0,71,39048,19,27583,0,0,3852,3648,0,50
2022,2,Neuquén,18717,0,62,72,458,541,1561,6881,10737,1464,9295,8888,276,7418,0,7372,0,1198,4702,0,765,2539,0,1572,12119,0,57,35827,0,24168,0,142,54,5016,0,62
2022,2,Río Negro,24270,0,36,75,501,726,2935,6758,7796,2944,1900,11031,0,9421,4,8513,18,10313,9226,0,586,7025,0,2815,16128,0,126,19508,104,14538,77,1,34,2074,4,24
2022,2,Salta,6494,0,41,73,1,1529,1553,7972,8,8200,4391,11608,303,5541,0,66817,0,429,2217,0,7,3359,0,1030,141,0,0,48787,0,28182,0,0,0,4472,0,22
2022,2,San Juan,11617,0,21,3,723,1304,1405,11493,11509,860,2024,3094,1174,9391,48,663,0,13529,10662,0,0,458,2601,811,10387,0,3,6215,1,398,0,0,0,13,0,0
2022,2,San Luis,14815,0,59,1,163,143,100,1251,1418,0,119,3952,113,2373,1024,17707,0,9048,1827,0,0,177,0,67438,2,0,8,0,0,0,0,0,0,0,0,0
2022,2,Santa Cruz,644,3,26,23,218,6623,2299,2859,2001,962,1921,2306,20,2318,11,9020,0,6061,4597,0,940,287,275,1865,321,427,35,2869,0,150,0,0,0,0,0,0
2022,2,Santa Fe,17584,32,335,101,5,11752,9722,39653,172,4424,23590,60973,4426,10767,754,188434,0,7412,16306,61,1727,48492,39,23823,34395,9,1763,209832,438,140772,84,767,116,18039,0,196
2022,2,Santiago Del Estero,792,0,39,139,908,493,380,11321,0,1267,385,15921,1450,12,0,58469,0,11111,592,0,0,2903,0,465,418,0,36,4247,0,5882,0,0,0,502,1,4
2022,2,Tierra Del Fuego,3351,0,11,11,318,513,1,8,3740,2133,315,5855,0,9297,20,5511,0,11941,7743,0,207,77,96,1523,128,2,11,832,53,39,0,32,1,0,0,0
2022,2,Tucumán,281,0,19,20,0,2195,119,9000,2271,350,1194,21527,157,145,190,43021,0,6939,2576,0,0,14118,65,3541,1247,1,0,81869,0,58051,0,0,3,5598,1,14
2022,1,Buenos Aires,26280,19,31380,192,5958,24098,24766,65112,50532,13729,34623,124179,11296,74897,231,235043,10,32963,97049,301,20609,139032,25,114692,726501,873,3302,1006534,426428,886665,308,105350,697,139417,13171,11533
2022,1,Capital Federal,1717,31,461,35,1407,4168,316,5393,13670,992,3506,16041,7,18196,3,59184,5,4423,31903,5,15630,9087,0,33645,59618,9,124,420771,100334,427452,5,41444,2590,98441,4408,9345
2022,1,Catamarca,2207,0,34,37,0,456,144,1542,0,0,18,2682,2,0,3,7004,0,3181,841,0,0,4751,2573,228,960,0,0,21877,0,12464,0,0,42,1332,0,0
2022,1,Chaco,7580,0,234,2,0,988,1007,4776,167,368,1757,8788,575,1248,1,19411,0,2161,1603,0,270,16864,0,1853,11170,0,18,36088,0,23289,0,0,0,3540,0,0
2022,1,Chubut,15607,8,73,32,1069,608,5624,18839,12765,5529,2415,16197,180,13196,638,17842,1,13910,18909,0,0,260,1190,4134,9160,0,10,13124,0,282,0,0,1,25,0,0
2022,1,Córdoba,13104,2,88,10,91,12691,9450,44630,4990,14055,8543,84061,2570,12013,2198,109215,88,15722,25064,134,4073,28840,2,28685,6299,8,485,348330,5080,196442,223,16,319,25894,0,2
2022,1,Corrientes,7094,0,10,57,118,3911,2959,7587,480,1688,1558,10291,0,2921,0,22744,0,187,1696,1108,236,23850,0,1262,9204,0,0,20296,0,20220,0,0,0,3100,0,0
2022,1,Entre Ríos,16750,1,20,86,113,5632,4656,11535,390,2393,5015,26086,1117,1541,3,46959,0,4369,3669,1,839,33416,0,4030,17566,0,0,44247,0,33351,0,1,0,4140,0,0
2022,1,Formosa,588,0,49,48,0,448,1951,10028,0,3291,2959,5884,26,88,0,6831,0,331,572,0,228,5482,0,396,324,5,8,7268,0,6829,0,0,0,914,0,0
2022,1,Jujuy,2442,0,26,32,0,1761,3996,5432,0,2858,4736,5119,10,999,0,15312,0,23223,526,0,4,14170,0,359,191,0,0,27838,0,6745,0,0,1,502,0,0
2022,1,La Pampa,2833,1,239,61,476,1747,3700,7930,2460,3412,2432,42693,118,1751,0,8000,0,14,7002,0,2,5026,0,121,5135,0,0,12719,54,1574,33,0,0,11,0,0
2022,1,La Rioja,0,0,9,9,0,778,6,958,0,2,162,2448,0,85,0,4607,22,15379,525,0,0,7698,873,257,4517,0,0,35483,0,9990,0,0,137,358,0,0
2022,1,Mendoza,3287,1,97,16,1135,2220,3360,4996,15731,1640,903,23252,1708,14094,1736,8869,0,44057,22543,0,0,7578,13898,149,45551,0,39,41347,2,13976,0,0,13,1548,1,2
2022,1,Misiones,8349,0,47,4,0,3873,11079,5627,4,1622,4944,12379,366,48,6,21841,4,202,2355,1,299,23993,0,1332,14541,0,71,27132,19,24502,0,0,3852,2947,0,0
2022,1,Neuquén,7885,0,65,72,565,558,1643,6957,11122,1463,9725,8946,276,7998,0,7349,0,824,4627,0,887,4824,0,2156,11796,0,57,33440,0,22038,0,0,52,4345,0,0
2022,1,Río Negro,22652,0,41,75,642,741,2951,6822,9543,2944,1901,11404,0,10335,7,8517,18,9621,9725,0,668,6894,0,3182,13255,0,126,20001,104,13146,77,1,34,1689,4,0
2022,1,Salta,6489,0,41,73,1,1724,1400,9484,8,8187,4422,12075,323,41,0,67882,0,470,2300,0,7,3536,0,1959,270,0,0,48006,0,25214,0,0,0,3603,0,0
2022,1,San Juan,2465,0,23,3,965,1304,1484,11495,13672,910,1653,3142,1187,9999,69,659,0,14270,10443,0,0,431,960,811,10047,0,3,1771,1,398,0,0,0,13,0,0
2022,1,San Luis,28589,0,60,1,222,421,664,968,1833,310,110,4402,127,2147,1544,19,0,7860,1849,0,0,93,0,68612,5,0,1,0,0,1,0,0,0,0,0,0
2022,1,Santa Cruz,485,3,25,23,275,6623,2339,2871,2230,962,1919,2389,21,2422,18,9041,0,6567,4557,0,940,213,450,1865,324,427,34,1865,0,110,0,0,0,0,0,0
2022,1,Santa Fe,18444,32,335,101,6,12429,9857,41360,174,4424,22022,65959,5762,12599,754,189246,0,7886,16270,61,2047,58388,39,27250,30880,9,1763,198721,438,125845,84,768,116,14542,0,0
2022,1,Santiago Del Estero,792,0,39,139,908,493,3308,8448,0,1267,384,16506,1468,12,0,59690,0,10211,655,0,0,2676,0,454,395,0,36,3553,0,4372,0,0,0,347,1,0
2022,1,Tierra Del Fuego,2421,0,13,11,381,513,1,8,3980,2207,403,6250,0,9445,26,6169,0,10791,6942,0,227,74,67,1613,117,2,10,833,47,30,0,28,1,0,0,0
2022,1,Tucumán,273,0,19,20,0,2212,112,9208,2273,350,1191,22894,317,323,236,46085,0,3077,2558,0,0,15378,38,3724,1439,1,0,76585,0,52956,0,0,3,4295,1,1
2021,4,Buenos Aires,22958,18,37635,168,6898,26151,24945,67075,57526,14234,34747,132018,11447,79629,265,239710,10,33883,100203,292,23212,139533,25,151911,697298,873,3285,1008985,402417,850606,17,92146,692,120728,12895,11135
2021,4,Capital Federal,0,31,496,36,1466,4453,323,5914,14576,993,3508,17595,6,19225,3,62665,5,4875,33732,5,17519,9999,0,56832,58100,9,117,433574,95368,401181,5,37492,2591,83686,4128,8397
2021,4,Catamarca,2233,0,34,37,0,457,145,1749,0,350,20,3317,2,0,5,7848,0,3901,558,0,0,5345,2222,240,800,0,0,17813,0,11025,0,0,42,947,0,0
2021,4,Chaco,7585,0,234,2,0,1058,1007,5039,167,368,1757,9425,575,1248,1,20854,0,2186,1629,0,315,17807,0,2301,11402,0,18,35385,0,20157,0,0,0,2864,0,0
2021,4,Chubut,15763,8,86,32,1189,765,6667,19497,13798,5531,2414,15131,209,13734,887,24738,0,18965,12040,0,0,170,486,5059,757,0,9,2217,0,155,0,0,1,0,0,0
2021,4,Córdoba,12607,2,88,10,93,13654,9748,46194,5026,13522,10141,87823,2623,11618,2196,114442,88,16151,25341,134,4687,29831,2,34641,6649,8,474,343465,4842,168050,223,16,312,21088,0,1
2021,4,Corrientes,7082,0,10,57,118,3976,3029,7828,480,1688,1558,10798,0,2921,0,23447,0,215,1676,1108,271,19652,0,2115,7986,0,0,19859,0,17519,0,0,0,2518,0,0
2021,4,Entre Ríos,16583,1,20,86,113,5752,5753,12811,390,2493,4293,27462,1123,1611,3,46899,0,5387,3728,1,936,28243,0,7393,16693,0,0,45133,0,28756,0,1,0,3382,0,0
2021,4,Formosa,1967,0,49,35,0,491,1131,10237,0,2977,2932,5140,2,17,0,6964,0,320,527,0,257,5707,0,817,322,7,19,7119,0,5897,0,0,0,729,0,0
2021,4,Jujuy,2324,0,26,32,0,1706,3270,5355,0,2858,4096,5336,10,999,0,15784,0,23224,528,0,4,14378,0,357,207,0,0,26508,0,6278,0,0,1,432,0,0
2021,4,La Pampa,3027,1,239,61,493,1736,3322,7861,2575,2936,2077,44148,118,1802,0,7162,0,14,7035,0,2,5208,0,153,4674,0,0,10959,40,1142,23,0,0,11,0,0
2021,4,La Rioja,0,0,9,9,0,638,302,1038,0,2,162,2877,0,85,0,5352,22,15342,459,0,0,7736,893,263,4517,0,0,34138,0,8849,0,0,137,298,0,0
2021,4,Mendoza,366,1,139,16,1432,2953,3457,6758,19476,1663,879,29925,1860,17367,1544,9537,0,45845,24069,0,0,5300,12238,147,38840,0,36,31693,1,9333,0,0,14,1246,1,2
2021,4,Misiones,8335,0,47,4,0,4154,12191,5536,4,604,5943,13489,366,312,6,22870,4,223,2411,1,339,23742,0,1800,14173,0,71,26692,19,21621,0,0,3848,2253,0,0
2021,4,Neuquén,7767,0,68,72,614,576,2555,7643,11324,1472,9863,9206,304,7937,0,5023,0,874,4358,0,1000,4282,0,3143,11218,0,57,35451,0,19278,0,0,45,3331,0,0
2021,4,Río Negro,22645,0,50,106,744,744,3008,6856,10574,2942,3037,11642,0,11204,11,8663,0,9339,10477,0,745,10694,0,3810,1974,0,121,21771,68,11243,70,1,33,1112,0,0
2021,4,Salta,6475,0,41,73,1,1729,1401,12397,8,8154,4390,12613,315,41,0,68968,0,510,2332,0,9,3791,0,3256,294,0,0,47350,0,22340,0,0,0,2917,0,0
2021,4,San Juan,4435,0,41,3,1109,1319,1588,4811,14622,910,346,5643,239,10364,88,264,0,13348,10207,0,0,423,13,336,9584,0,0,158,1,106,0,0,0,0,0,0
2021,4,San Luis,29218,0,61,1,264,422,664,970,2065,310,94,4025,123,2277,1857,19,0,7085,1932,0,0,90,0,67363,5,0,1,0,0,0,0,0,0,0,0,0
2021,4,Santa Cruz,491,3,26,23,297,6623,2657,3016,2310,962,1918,2819,24,2474,24,9119,0,7509,4120,0,1,143,654,980,150,216,10,520,0,67,0,0,0,0,0,0
2021,4,Santa Fe,18777,32,335,100,7,13203,11322,46645,174,5144,22416,71376,3765,12141,753,190197,0,8108,14501,61,2351,60600,0,33198,29302,9,1763,195292,438,110862,84,775,0,10926,0,0
2021,4,Santiago Del Estero,793,0,39,139,908,506,3308,8743,0,1267,385,17400,1109,12,0,60403,0,9254,670,0,0,2281,0,438,362,0,30,3397,0,3790,0,0,0,319,1,0
2021,4,Tierra Del Fuego,2580,0,15,11,385,0,1,8,4074,2280,406,6736,0,9720,30,6784,0,9653,6583,0,255,71,43,1622,120,2,10,863,41,39,0,23,1,0,0,0
2021,4,Tucumán,240,0,19,20,0,2220,128,8165,2273,348,1156,23128,321,324,280,47811,2,2149,2568,0,1,16303,13,3797,1516,1,0,75534,0,46536,0,0,1,3782,1,0
2021,3,Buenos Aires,9728,18,37007,168,26751,28020,22661,82744,34703,19725,32406,892626,11519,26604,265,209669,8,35668,26730,561,26343,51884,26,161513,32257,538,2181,990263,423140,810786,50,72034,625,111558,12073,9824
2021,3,Capital Federal,0,31,228,36,374,4567,345,6374,1503,2419,3776,138223,6,865,3,66139,5,5448,3078,5,20021,11228,0,62915,11864,9,118,451342,107242,378251,5,30829,2685,77469,3696,7266
2021,3,Catamarca,2206,0,34,37,0,468,293,1896,0,350,18,3730,2,0,7,8419,0,4252,590,0,0,5675,734,254,671,0,0,16078,0,9770,0,0,42,726,0,0
2021,3,Chaco,7958,0,69,7,0,1130,1007,7347,1186,385,2381,9085,624,990,1,19371,0,2228,1667,0,388,19569,0,2467,11956,0,0,31733,0,15557,0,0,0,2379,7,0
2021,3,Chubut,14907,8,64,32,0,906,4917,19399,68,3581,2453,57949,228,113,1075,24865,0,17620,773,0,0,145,26,5059,235,0,3,1488,0,151,0,0,1,0,0,0
2021,3,Córdoba,9256,2,87,10,66,15190,12228,53335,4709,14756,11663,94547,4132,11567,2190,123382,69,11585,16393,134,5520,31334,2,42337,4965,2,73,316047,13644,129118,35,16,27,16705,0,11
2021,3,Corrientes,5053,0,10,57,118,4071,2949,8098,480,1706,1511,11341,1343,5507,0,21628,0,442,1681,1470,322,20877,68,2324,7309,0,0,19652,0,13630,0,0,0,2170,0,0
2021,3,Entre Ríos,12755,1,20,86,113,5840,5710,13635,390,1490,3734,33466,6239,1627,0,51910,0,5204,3894,1,1040,28975,0,5091,11211,0,1,41662,0,23449,0,1,0,2815,6,3
2021,3,Formosa,1617,0,49,332,0,540,1190,10750,0,2977,2554,4767,2,17,0,7123,0,323,468,0,277,5910,0,858,338,7,3,6985,0,5109,0,0,0,599,0,0
2021,3,Jujuy,2401,0,26,22,0,1699,3288,5841,0,2860,4311,6060,10,169,0,16238,0,22759,567,0,4,14425,0,362,199,0,0,24126,0,5287,0,0,1,292,0,0
2021,3,La Pampa,4152,1,236,61,313,1969,3928,8297,1,2785,1534,46364,5,230,0,7160,0,13,3280,30,35,5379,0,167,3757,0,0,9570,0,780,0,0,0,8,0,0
2021,3,La Rioja,0,0,9,9,0,672,303,1107,0,2,162,3121,0,85,0,5894,22,15046,496,0,0,7751,43,312,4515,0,0,34157,0,8069,0,0,138,247,0,0
2021,3,Mendoza,50,1,19,16,0,1708,2808,5662,13,2283,728,137352,2426,872,1706,7636,0,55998,1670,0,0,4960,3224,144,4241,0,22,15674,2,4697,0,0,15,530,2,1
2021,3,Misiones,8279,0,47,4,0,4371,12204,5452,4,596,5917,13393,359,309,3,24428,4,267,2451,1,389,22966,0,1990,12784,0,71,26147,19,14109,0,0,0,1830,20,0
2021,3,Neuquén,5579,0,40,72,1,623,2581,7704,6942,433,9733,29751,304,4021,0,4241,0,957,316,0,1169,3791,0,3468,201,0,57,36469,0,18253,0,0,11,3075,12,0
2021,3,Río Negro,20009,0,19,106,1,1188,3465,6464,6,2669,5582,50173,0,268,15,3447,0,6593,1,0,853,7433,0,2109,186,0,34,22626,0,10375,0,1,0,960,0,0
2021,3,Salta,6327,0,41,60,1,1790,1726,12261,8,8133,4252,13280,119,53,0,69932,0,502,2252,0,13,4195,0,3562,331,0,0,46903,0,17787,0,0,0,2305,0,0
2021,3,San Juan,4641,0,15,3,0,1333,1626,4811,0,910,342,51184,254,250,102,146,0,13054,69,0,0,127,0,335,5,0,1,158,1,106,0,0,10,0,0,0
2021,3,San Luis,29392,0,59,1,0,439,667,963,2,310,86,9085,122,149,2133,1,0,6409,0,0,0,82,0,67942,2,0,0,0,0,1,0,0,1,0,0,0
2021,3,Santa Cruz,735,3,24,23,0,6656,2661,5910,0,962,1899,12473,29,2,35,8299,0,4561,850,0,1,106,675,980,133,216,5,327,0,67,0,0,0,14,0,0
2021,3,Santa Fe,16267,32,335,100,5,14023,11579,51512,171,5380,28391,82399,6887,9511,738,184114,0,7779,12728,137,2774,60455,0,27421,27810,4,224,186560,43,92822,9,775,6,8428,0,3
2021,3,Santiago Del Estero,898,0,39,84,908,555,3310,8927,0,1372,387,17895,1113,12,0,60713,0,8299,680,0,0,2295,0,450,351,0,30,3225,0,3366,0,0,0,239,1,0
2021,3,Tierra Del Fuego,895,0,6,11,0,83,5,525,0,2354,412,20344,0,5886,36,7475,0,8516,992,0,203,71,0,1355,78,2,9,871,34,41,0,17,1,0,0,0
2021,3,Tucumán,164,0,19,13,0,2356,42,8626,2890,253,745,24631,295,163,320,49515,2,1734,2551,0,1,17698,2,4105,1193,1,0,71122,0,41176,0,0,1,2843,1,7
2021,2,Buenos Aires,9108,18,37007,167,26751,29714,23173,85693,34703,19619,32130,874991,11419,26037,265,206184,8,36992,25403,561,30098,47071,26,210209,27662,538,2218,1273506,47163,854807,52,13715,358,114449,2339,6701
2021,2,Capital Federal,66,31,228,35,374,4760,338,6756,1503,2286,2583,139561,6,864,3,72695,5,6206,3269,5,22593,11781,0,76423,11509,9,121,546744,11745,375497,5,11436,2686,75639,929,5504
2021,2,Catamarca,2206,0,34,37,0,503,278,1936,0,350,0,4152,3,0,11,9077,0,22,589,0,0,6217,4026,214,701,0,0,15744,0,8465,0,0,42,688,0,0
2021,2,Chaco,7958,0,69,7,0,1226,1008,7547,1186,385,2385,9683,624,990,1,19959,0,2270,1621,0,451,19690,0,4081,11999,0,0,31423,0,13493,0,0,0,2287,7,0
2021,2,Chubut,5172,8,64,32,0,929,4916,20964,68,3581,778,58508,243,113,1312,20937,0,15699,802,0,0,103,0,3662,234,0,3,999,0,109,0,0,1,0,0,0
