año,trimestre,provincia,otros,"0,256_mbps","0,5_mbps","0,512_mbps","0,75_mbps",1_mbps,2_mbps,3_mbps,"3,5_mbps",4_mbps,5_mbps,6_mbps,7_mbps,8_mbps,9_mbps,10_mbps,11_mbps,12_mbps,15_mbps,16_mbps,18_mbps,20_mbps,24_mbps,25_mbps,30_mbps,35_mbps,40_mbps,50_mbps,60_mbps,100_mbps,120_mbps,150_mbps,200_mbps,300_mbps,500_mbps,1000_mbps
2021,2,Córdoba,9925,2,87,10,66,15625,12735,54071,5074,12287,11913,91491,3928,10100,2059,120415,7,12329,16475,100,6577,31448,2,65793,5135,2,72,308436,13442,104744,35,16,27,14790,0,12
2021,2,Corrientes,5053,0,10,57,118,4211,1721,8443,480,1665,1513,11913,1343,3516,0,22178,0,281,1647,1093,381,21122,0,2746,7327,0,0,20318,0,10450,0,0,0,1914,0,0
2021,2,Entre Ríos,16077,1,20,86,113,5962,6387,14166,390,1221,3447,34856,6239,1627,0,47483,0,5270,3861,3,1224,29110,0,7276,11226,0,1,41138,0,17992,0,1,0,2440,6,3
2021,2,Formosa,1618,0,49,332,0,570,1250,10370,0,2979,2162,5033,2,1,0,7307,0,336,454,0,324,6346,0,979,366,0,3,6849,0,3758,0,0,0,463,0,0
2021,2,Jujuy,2401,0,26,22,0,1722,3288,5924,0,2860,4090,6473,10,169,0,16398,0,22759,558,0,4,14587,0,385,222,0,0,24298,0,5162,0,0,1,278,0,0
2021,2,La Pampa,4062,1,236,61,313,2177,4306,8030,1,2804,1421,45648,5,222,0,7542,0,15,3399,30,38,4646,0,275,3025,0,0,8547,0,611,0,0,0,5,0,0
2021,2,La Rioja,19,0,9,9,0,691,303,1051,0,3,5,3260,0,0,0,5971,0,15046,482,0,0,7770,0,317,4510,0,0,34132,0,7662,0,0,138,224,0,0
2021,2,Mendoza,50,1,19,16,0,1729,2810,5563,13,2291,1059,122680,2460,871,1962,5593,0,52495,1071,0,0,2551,1634,145,2637,0,18,15609,2,4381,0,0,13,520,2,2
2021,2,Misiones,8279,0,47,4,0,4411,11898,5968,4,596,4596,14175,317,309,3,25278,4,298,2051,1,448,23008,0,3495,12659,0,71,25863,19,10715,0,0,0,1565,20,0
2021,2,Neuquén,5645,0,40,72,1,647,2584,7768,6942,433,9870,29795,304,4082,0,4245,0,1068,316,0,1348,3138,0,5768,213,0,57,35477,0,15679,0,0,0,2741,12,0
2021,2,Río Negro,20009,0,19,106,1,1210,3466,6525,6,2669,5587,50449,0,268,19,3376,0,6629,1,0,976,7413,0,3693,187,0,33,21978,0,8705,0,1,1,755,0,0
2021,2,Salta,6328,0,41,60,1,1819,1727,12452,8,8133,4255,14168,119,53,0,66840,0,536,2210,0,17,4336,0,9317,352,0,0,42116,0,14670,0,0,0,2081,0,0
2021,2,San Juan,4641,0,15,3,0,1333,1634,4811,0,910,337,51297,258,250,132,144,0,12361,69,0,0,120,0,335,7,0,1,158,1,106,0,0,10,0,0,0
2021,2,San Luis,36917,0,59,1,0,439,667,963,2,310,68,9303,115,149,2438,1,0,5347,0,0,0,71,0,65946,2,0,0,0,0,1,0,0,1,0,0,0
2021,2,Santa Cruz,735,3,24,23,0,6656,2661,5910,0,962,1900,12506,33,2,57,8371,0,4647,850,0,1,109,463,980,132,216,5,325,0,67,0,0,0,14,0,0
2021,2,Santa Fe,15371,32,335,100,5,13666,12057,52108,171,5830,31578,87173,7515,9580,732,186250,0,8489,12792,137,3348,55618,0,47651,27695,4,231,174933,43,76879,9,775,6,7315,0,3
2021,2,Santiago Del Estero,1566,0,39,84,908,603,3313,8309,0,1372,389,17742,1089,12,0,61123,0,7373,652,0,0,2334,0,458,353,0,30,3228,0,2610,0,0,0,193,1,0
2021,2,Tierra Del Fuego,1483,0,6,11,0,87,5,545,0,2273,342,18083,0,5518,44,1351,0,4325,149,0,40,66,0,430,46,2,10,846,9,20,0,0,1,0,0,0
2021,2,Tucumán,2680,0,19,13,0,2890,28,8888,2890,253,212,24982,153,163,376,50956,2,1291,2358,0,1,20080,0,4001,1021,1,0,69804,0,37208,0,0,0,2598,0,3
2021,1,Buenos Aires,10867,17,36822,100,26560,30497,23811,86423,34867,20736,39503,876701,9996,23194,264,206970,4,48426,21894,558,43339,49495,26,197184,23965,230,2216,1272373,46395,784011,50,13674,359,101580,3129,5808
2021,1,Capital Federal,126,31,74,30,15,5052,336,7405,70,2288,2600,142140,6,22,3,76722,5,8934,2882,5,31236,13395,0,72450,10810,9,121,567488,11745,332733,5,11436,2686,65802,979,3872
2021,1,Catamarca,2196,0,34,37,0,612,278,2113,0,0,12,4408,3,0,12,8440,0,3494,566,0,0,6055,349,0,363,0,0,14899,0,7530,0,0,0,543,22,0
2021,1,Chaco,8384,0,69,7,0,2267,1150,7904,1184,385,1008,10435,624,510,1,20967,0,19542,1584,0,655,5775,0,3717,10779,0,0,29360,0,11152,0,0,0,1895,37,0
2021,1,Chubut,4390,8,66,32,4,930,4716,22102,73,614,773,57883,200,113,1590,19498,0,14444,853,0,0,95,0,2609,235,0,3,999,0,109,0,0,1,0,0,0
2021,1,Córdoba,12677,2,81,10,0,16049,13025,55151,5026,12513,13496,97978,2148,9978,2059,120893,7,15887,16046,100,9742,32863,2,60420,11543,2,68,307401,4642,78438,35,16,27,9979,915,12
2021,1,Corrientes,5453,0,10,57,0,4395,1637,8773,0,1665,1513,14088,0,3513,0,22710,0,17434,1674,1093,572,5396,0,2516,6485,0,0,18572,0,7584,0,0,0,1484,0,0
2021,1,Entre Ríos,12826,1,18,86,0,6549,5124,13731,0,1221,3297,40244,2106,1566,0,52388,0,32156,4002,3,1888,4383,0,6119,9655,0,1,39974,0,12841,0,1,0,1769,6,2
2021,1,Formosa,1942,0,49,7,0,656,1878,10453,0,2978,2101,4343,2,0,0,7567,0,361,486,0,535,6534,0,819,396,0,3,6730,0,2560,0,0,0,286,0,0
2021,1,Jujuy,2378,0,27,22,0,1395,2954,5706,0,2764,4090,7001,10,169,0,17114,0,22759,555,0,4,17331,0,16,552,0,0,19866,0,4783,0,0,0,164,40,0
2021,1,La Pampa,2424,1,236,61,313,2636,4764,11152,0,2470,1403,46016,5,2,0,7857,0,46,4006,30,39,3490,0,266,2421,0,0,6936,0,283,0,0,0,1,0,0
2021,1,La Rioja,0,0,9,9,0,670,1,1182,31588,1,0,3307,0,0,0,5968,0,0,4097,0,0,507,0,0,215,0,0,2456,0,2561,0,0,1,56,0,0
2021,1,Mendoza,44,1,20,7,9,1716,2756,4451,14,1625,1011,122844,2463,872,2454,5427,0,49373,1073,0,0,2087,1350,133,2588,0,16,12558,0,3535,0,0,14,317,50,1
2021,1,Misiones,8256,0,47,4,0,4882,8857,7414,0,596,4308,15416,305,224,3,24971,4,17115,1940,1,731,7309,0,3206,10807,0,71,24012,19,7686,0,0,0,1109,20,0
2021,1,Neuquén,5758,0,45,71,1,525,2220,6864,6938,357,10029,29564,304,3974,0,4165,0,1390,163,0,1958,2392,0,5504,181,0,0,35562,0,12978,0,0,0,2276,12,0
2021,1,Río Negro,20103,0,19,106,0,1134,3367,6286,2,1334,4952,53402,0,268,25,3894,0,6790,1,0,1398,4856,0,3473,174,0,33,22068,0,7048,0,1,0,432,0,0
2021,1,Salta,6319,0,49,60,1,2559,1341,15226,1,4827,1419,15431,0,50,0,68099,0,2085,2209,0,38,4832,0,7726,413,0,0,41684,0,11616,0,0,0,1505,84,0
2021,1,San Juan,4641,0,22,3,1,1191,1937,4821,0,910,284,51489,268,250,197,143,0,11314,69,0,0,111,0,335,5,0,1,158,1,106,0,0,10,0,0,0
2021,1,San Luis,36917,0,57,1,0,439,667,969,2,310,48,9454,116,149,2660,1,0,4365,0,0,0,64,0,62913,2,0,0,0,0,1,0,0,1,0,0,0
2021,1,Santa Cruz,0,3,24,23,0,6688,2661,5910,0,962,1895,10594,39,2,70,8223,0,4744,850,0,1,111,331,980,26,216,5,301,0,62,0,0,0,14,0,0
2021,1,Santa Fe,24382,51,321,146,0,14129,8827,50996,65,5554,27045,95247,4158,8329,732,191239,0,27018,13124,137,4767,46732,0,43129,22355,4,231,170952,43,59445,9,516,6,5396,138,3
2021,1,Santiago Del Estero,4144,0,39,84,908,915,4571,9418,0,845,49,17780,996,0,0,57468,0,5586,620,0,0,2343,0,0,700,0,30,2952,0,1803,0,0,0,80,1,0
2021,1,Tierra Del Fuego,11836,0,6,11,0,94,5,578,0,2377,2,18323,0,14,48,1406,0,4046,156,0,44,71,0,443,43,4,10,878,9,16,0,0,1,0,0,0
2021,1,Tucumán,2680,0,16,13,0,3157,28,9521,2890,253,212,26668,153,163,417,52683,2,1160,2261,0,1,21831,0,118,4070,1,0,67892,0,33613,0,0,0,1817,112,0
2020,4,Buenos Aires,9016,17,36822,100,26560,31669,23678,86552,34867,20237,40469,876573,6873,23127,264,211883,4,50305,22064,558,46692,94517,26,190510,22166,230,2201,1219329,46323,769737,48,13674,361,99391,3079,5403
2020,4,Capital Federal,268,30,75,30,15,5178,337,7591,70,1544,2606,143113,6,22,3,78092,5,9496,2998,5,33676,14028,0,69359,10915,9,121,573217,11745,326034,5,11436,2686,64399,968,3281
2020,4,Catamarca,2309,0,34,37,0,635,278,2819,0,11,1,5099,0,0,95,8645,0,3070,570,0,0,7796,232,0,359,0,0,12502,0,7338,0,0,0,542,22,0
2020,4,Chaco,7965,0,69,7,0,2319,1150,7956,1184,385,957,10807,624,510,1,21344,0,18252,1612,0,715,6223,0,3645,12056,0,0,28481,0,10604,0,0,0,1822,34,0
2020,4,Chubut,4402,8,66,32,4,880,5175,22554,73,550,470,58560,0,94,2170,19560,0,11015,1007,0,0,24,0,2586,232,0,3,999,0,109,0,0,1,0,0,0
2020,4,Córdoba,13568,2,81,36,0,16318,13229,54708,5026,14254,13426,99441,2081,10069,2038,121060,1,16202,16658,100,10547,38699,2,58309,11683,2,68,295730,4638,72740,35,16,22,9451,818,12
2020,4,Corrientes,4985,0,10,57,0,4230,1796,8983,0,1665,1193,14560,0,3513,0,22808,0,16816,1712,1093,629,5437,0,2381,7002,0,0,18193,0,7220,0,0,0,1375,0,0
2020,4,Entre Ríos,14654,1,18,86,0,6681,5185,12614,0,1117,3311,39662,2106,1566,0,49884,0,30230,4151,3,2016,4355,0,5864,10736,0,1,39279,0,12171,0,1,0,1654,6,2
2020,4,Formosa,1680,0,49,7,0,704,1925,10503,0,2979,2092,5337,2,0,0,7604,0,370,487,0,573,5751,0,784,413,0,3,6367,0,2355,0,0,0,221,0,0
2020,4,Jujuy,2811,0,27,22,0,1443,2954,5745,0,2289,4090,7433,10,1,0,14368,0,22759,563,0,4,21604,0,6,440,0,0,13929,0,4423,0,1,0,137,36,0
2020,4,La Pampa,2520,1,236,61,313,2641,4786,11236,0,3110,1402,47250,5,2,0,8117,0,44,3962,30,35,2491,0,266,2031,0,0,5994,0,115,0,0,0,0,0,0
2020,4,La Rioja,0,0,9,9,0,688,0,1214,31589,1,0,3415,0,0,0,6060,0,0,4104,0,0,529,0,0,181,0,0,2392,0,2538,0,0,1,48,0,0
2020,4,Mendoza,2570,1,20,7,9,1825,2761,8268,14,3560,2864,127051,689,871,4143,5469,0,35582,1073,0,0,3741,930,10,2448,0,10,8272,1,2859,0,0,11,266,45,0
2020,4,Misiones,7001,0,47,4,0,3956,7903,7751,0,496,4263,16143,305,201,3,25569,4,16485,1975,1,785,7194,0,3119,11654,0,0,23802,0,7349,0,0,0,1057,20,0
2020,4,Neuquén,5720,0,45,71,1,556,2220,6889,6938,357,10216,29584,294,4010,0,4174,0,1477,163,0,2120,2031,0,5320,181,0,1,35774,0,12805,0,0,0,2172,12,0
2020,4,Río Negro,20146,0,19,106,0,1141,3367,6327,2,1334,4962,53638,0,268,30,3855,0,6791,1,0,1497,4842,0,3346,171,0,32,22157,0,6784,0,1,0,391,0,0
2020,4,Salta,6319,0,49,60,1,2871,1341,15653,1,4827,1385,15878,0,47,0,68782,0,2243,2241,0,35,10669,0,7616,675,0,0,34472,0,10846,0,0,0,1300,79,0
2020,4,San Juan,4588,0,22,3,1,1459,1568,5164,0,716,214,52388,86,23,488,143,0,5003,43,0,0,80,0,327,5,0,1,157,1,106,0,0,10,0,0,0
2020,4,San Luis,36918,0,57,1,0,451,667,1442,2,439,278,10741,0,149,3340,1,0,2688,0,0,0,0,0,62239,2,0,0,0,0,1,0,0,1,0,0,0
2020,4,Santa Cruz,758,3,24,20,0,5375,1646,6184,0,70,2362,11536,0,2,121,4259,0,4427,849,0,1,76,53,959,21,216,5,301,0,62,0,0,0,14,0,0
2020,4,Santa Fe,23602,51,321,146,0,15208,9026,53290,65,5797,26742,96475,3982,7198,653,191960,0,27739,13053,130,5253,48068,0,41545,23608,4,230,164652,43,55493,9,516,6,4995,107,3
2020,4,Santiago Del Estero,3932,0,39,84,908,959,3342,10631,0,845,3,18432,949,0,0,56641,0,2261,628,0,0,1777,0,0,411,0,20,2669,0,1761,0,0,0,68,0,0
2020,4,Tierra Del Fuego,6690,0,6,11,0,98,7,599,0,2409,264,18504,0,4680,52,1387,0,3215,157,0,48,76,0,441,47,4,9,890,9,9,0,0,0,0,0,0
2020,4,Tucumán,2680,0,16,13,0,3251,28,9834,2890,274,215,27522,141,163,351,53679,2,385,2296,0,1,29471,0,34,4071,1,0,58624,0,33135,0,0,0,1718,114,0
2020,3,Buenos Aires,19853,17,36916,609,26560,32611,25065,97388,35939,15952,35165,876242,4718,17558,493,211941,4,57035,15530,109,53774,93294,28,180693,12641,1,779,1199980,76,784820,6,125,117,94505,692,2424
2020,3,Capital Federal,247,30,75,159,15,5404,387,8245,70,1539,1962,144912,13,22,3,85045,5,10916,3353,5,38993,15481,0,66791,11242,9,121,577976,16,328971,5,6376,2592,58622,177,1284
2020,3,Catamarca,2154,0,34,29,0,669,264,2337,0,3,48,4955,0,0,27,8741,0,3262,603,0,0,7330,253,0,309,0,0,11736,0,6638,0,0,0,489,23,0
2020,3,Chaco,7194,0,69,14,0,2625,1737,6147,1184,568,1085,11305,527,308,1,20803,0,18678,1688,0,831,6349,0,2970,10781,0,0,27729,0,9474,0,0,0,1500,26,0
2020,3,Chubut,3942,8,66,84,4,964,5217,22132,73,538,520,58220,0,189,2212,19713,0,11164,1050,0,0,3,0,2586,232,0,0,999,0,110,0,0,1,0,0,0
2020,3,Córdoba,11728,2,81,85,0,16954,13088,54769,5244,15119,13168,102129,4253,5794,1862,112924,1,16577,14529,75,12411,40629,2,52999,10829,2,50,285401,4608,62629,0,16,22,6935,725,1
2020,3,Corrientes,5020,0,10,62,0,6876,2277,10537,0,948,1543,13536,0,515,0,22800,0,17541,1669,0,742,5356,0,2129,6486,0,0,17788,0,6523,0,0,0,1033,0,0
2020,3,Entre Ríos,15759,1,18,111,0,6668,4802,16549,2188,840,2835,35677,2106,844,0,48528,0,30124,3950,3,2278,4442,0,4777,9600,0,0,37675,0,10527,0,1,0,1190,0,0
2020,3,Formosa,1737,0,49,342,0,1698,1426,10254,0,2979,1373,5584,2,0,0,7430,0,189,499,0,673,5764,0,573,418,0,0,6058,0,2047,0,0,0,114,0,0
2020,3,Jujuy,3065,0,27,28,0,7031,5488,7909,0,2283,734,8868,0,0,0,10566,0,22759,592,0,4,21843,0,8,285,0,0,10666,0,3691,0,1,0,102,31,0
2020,3,La Pampa,4029,1,236,56,313,2880,4575,7814,0,4284,1400,46239,6,1,0,7813,0,47,3378,30,39,2083,0,285,1805,0,0,5333,0,0,0,0,0,0,0,0
2020,3,La Rioja,2,0,9,12,0,705,0,1250,31589,1,0,3561,0,0,0,5955,0,0,4131,0,0,529,0,0,124,0,0,2224,0,2495,0,0,0,29,0,0
2020,3,Mendoza,45,1,20,37,9,1656,2488,4419,14,3267,2363,127228,671,876,5115,5461,0,37538,1074,0,0,3821,987,5,2466,0,6,6193,21,1739,0,0,0,167,35,0
2020,3,Misiones,8779,0,47,24,0,4310,7881,7999,0,449,2944,15946,292,221,0,23702,0,17209,2033,0,913,5787,0,2847,10816,0,0,23464,0,6703,0,0,0,787,0,0
2020,3,Neuquén,803,0,45,173,1,812,2404,9803,6938,264,9188,31380,294,2899,0,3368,0,2944,163,0,2461,407,0,5274,183,0,0,36663,0,11016,0,0,0,1748,0,0
2020,3,Río Negro,19093,0,47,67,0,1137,3977,6518,283,1119,5950,50468,0,232,34,3503,0,860,22,0,1775,4439,0,3373,109,0,11,22656,0,5627,0,1,0,165,0,0
2020,3,Salta,14996,0,49,80,1,6086,363,8894,1,280,722,16947,0,41,0,64695,0,2527,2369,0,45,11049,0,7216,712,0,0,33452,0,9354,0,0,0,893,74,0
2020,3,San Juan,4150,0,22,26,1,3684,3257,5013,0,714,268,52783,0,23,570,118,0,6468,43,0,0,18,0,32,9,0,0,80,1,47,0,0,0,0,0,0
2020,3,San Luis,36917,0,57,48,0,402,664,845,2,412,116,9758,0,149,3194,8,0,2659,0,0,0,7,0,61316,5,0,0,0,0,3,0,0,0,0,0,0
2020,3,Santa Cruz,833,3,24,39,0,5415,1674,6088,0,52,2450,11209,0,1,134,3880,0,3632,1131,0,110,82,455,150,24,19,8,80,0,11,0,0,0,0,0,0
2020,3,Santa Fe,27001,51,321,196,0,16309,9533,61421,57,5826,26928,94186,3144,6608,636,188993,0,29295,13087,52,6184,43477,0,38541,20264,3,10,158274,2,47901,1,511,0,3632,86,0
2020,3,Santiago Del Estero,4801,0,39,94,908,963,2381,10087,0,845,1,18704,949,0,0,56469,0,2261,660,0,0,1737,0,0,292,0,30,2313,0,1607,0,0,0,44,0,0
2020,3,Tierra Del Fuego,6992,0,6,5,0,97,4,605,0,2465,263,18660,0,4083,0,1331,0,3439,161,0,52,73,0,450,31,4,11,907,8,6,0,0,0,0,0,0
2020,3,Tucumán,2637,0,16,36,0,3594,28,10107,2890,15,218,28980,143,165,398,53904,2,454,2402,0,0,30268,0,9,3237,1,0,51231,0,31367,0,0,0,1488,107,0
2020,2,Buenos Aires,21233,17,36916,609,26560,32782,24817,95700,50911,16486,34951,878220,7644,16867,493,216332,4,58216,15994,109,62769,96014,28,172263,15818,1,733,1051872,72,761231,6,13,106,77160,610,1699
2020,2,Capital Federal,687,30,75,159,15,5785,395,9068,70,1538,1942,147973,13,21,3,94548,5,12656,3849,5,46384,16959,0,67168,12997,9,121,562968,16,312905,5,6334,2590,47823,163,1047
2020,2,Catamarca,3176,0,34,29,0,730,263,2426,0,0,51,5331,0,0,26,8664,0,2284,654,0,0,7304,171,0,255,0,0,10217,0,5908,0,0,0,431,22,0
2020,2,Chaco,6969,0,69,14,0,3497,988,6241,1184,374,754,12104,527,288,1,20324,0,19681,1873,0,964,6526,0,2883,9199,0,0,25044,0,7125,0,0,0,1124,18,0
2020,2,Chubut,3999,8,66,84,4,925,5074,3925,73,1245,477,57964,0,189,2433,19566,0,9410,1126,0,0,1,0,1241,232,0,0,613,0,1,0,0,0,0,0,0
2020,2,Córdoba,8971,2,81,85,0,17541,13291,55516,5244,14167,11559,104905,4121,3927,1827,116057,1,18038,15214,67,14985,41212,2,52521,10700,2,50,270533,8,48890,0,16,22,5129,576,1
2020,2,Corrientes,5020,0,10,62,0,6938,1296,9832,0,968,1543,14192,0,515,0,22330,0,17885,1826,0,869,5264,0,2164,5734,0,0,16463,0,5201,0,0,0,754,0,0
2020,2,Entre Ríos,14569,1,18,111,0,7625,4167,15504,2188,819,2793,37341,2106,844,0,47690,0,30856,4241,2,2609,4382,0,4616,8240,0,0,34828,0,7808,0,1,0,753,0,0
2020,2,Formosa,1313,0,49,342,0,1881,1465,10240,0,2977,1366,5756,2,0,0,7107,0,208,547,0,755,5488,0,559,402,0,0,5792,0,1641,0,0,0,42,0,0
2020,2,Jujuy,16557,0,27,28,0,7114,3218,7973,0,2283,734,9408,0,0,0,10519,0,22759,661,0,4,3405,0,8,201,0,0,6029,0,3289,0,1,0,72,24,0
2020,2,La Pampa,1123,1,236,56,313,2890,5977,9055,0,3508,1400,48885,6,1,0,7524,0,59,2499,0,4,1238,0,312,1345,0,0,3377,0,0,0,0,0,0,0,0
2020,2,La Rioja,2,0,9,12,0,701,0,1326,31589,1,0,3759,0,0,0,5661,0,0,4150,0,0,536,0,0,73,0,0,1976,0,2339,0,0,0,21,0,0
2020,2,Mendoza,2450,1,20,37,9,1655,2491,4551,14,2366,1997,129210,130,876,6400,5033,0,30426,1078,0,0,3770,818,5,2435,0,4,4145,0,1063,0,0,0,104,31,0
2020,2,Misiones,8646,0,47,24,0,4350,7881,8223,0,449,2944,16544,292,221,0,23206,0,17482,2216,0,1043,5704,0,2845,9460,0,0,22966,0,5185,0,0,0,579,0,0
2020,2,Neuquén,0,0,45,173,1,802,2406,9813,6938,264,9187,32087,294,2899,0,2910,0,3178,163,0,2897,387,0,5126,178,0,0,36326,0,8802,0,0,0,1292,0,0
2020,2,Río Negro,17057,0,47,67,0,1129,3977,7519,283,869,5618,51888,0,232,37,3066,0,974,22,0,2081,4421,0,3162,111,0,11,22467,0,4370,0,1,0,76,0,0
2020,2,Salta,6531,0,49,80,1,6176,804,12754,1,4018,719,17842,0,41,0,64422,0,2863,2559,0,54,11513,0,7033,708,0,0,31070,0,7903,0,0,0,550,71,0
2020,2,San Juan,4430,0,22,26,1,696,1158,3872,0,468,226,52886,0,0,801,116,0,4847,43,0,0,18,0,32,8,0,0,80,0,47,0,0,0,0,0,0
2020,2,San Luis,35992,0,57,48,0,386,664,844,2,409,104,9030,0,149,3428,8,0,1927,0,0,0,7,0,60886,5,0,0,0,0,3,0,0,0,0,0,0
2020,2,Santa Cruz,493,3,24,39,0,5415,1674,6084,0,61,2452,11252,0,1,166,3999,0,3456,1131,0,110,69,372,150,24,19,7,80,0,11,0,0,0,0,0,0
2020,2,Santa Fe,20193,51,321,196,0,17111,8837,56682,57,5830,26761,99503,3144,7217,677,187734,0,32297,13578,139,7392,43169,0,39143,18101,3,10,148016,2,38178,1,511,0,2548,54,0
2020,2,Santiago Del Estero,4516,0,39,94,908,1869,1804,10843,0,693,1,17911,879,0,0,56830,0,2512,726,0,0,1940,0,0,247,0,30,1890,0,1392,0,0,0,16,0,0
2020,2,Tierra Del Fuego,7446,0,6,5,0,102,0,631,0,2533,262,18797,0,3824,0,1362,0,2749,160,0,51,74,0,347,44,0,0,796,0,0,0,0,0,0,0,0
2020,2,Tucumán,2635,0,16,36,0,3509,28,10697,2890,18,185,31798,143,165,8,54221,2,340,2663,0,0,31179,0,0,2246,1,0,44288,0,28809,0,0,0,1179,99,0
2020,1,Buenos Aires,28935,17,37589,609,27537,33467,22621,87388,52219,18799,36030,880715,2345,17585,493,215998,4,57488,16699,109,71327,102324,29,188851,16015,1,671,955468,25,771040,6,14,91,72643,563,1637
2020,1,Capital Federal,0,30,75,159,15,6136,412,9428,70,1539,1992,150371,13,21,3,102217,5,14392,4223,5,53035,18005,0,72493,13411,9,120,546547,16,304359,5,6335,2587,43373,155,1066
2020,1,Catamarca,2151,0,34,29,0,782,263,2451,0,0,0,5342,0,0,46,7497,0,2017,686,0,0,6855,208,0,200,0,0,6796,0,3119,0,0,0,365,19,0
2020,1,Chaco,6917,0,69,14,0,2634,688,6033,1184,374,429,12741,527,288,1,19160,0,20277,2064,0,1090,6420,0,3036,7380,0,0,21733,0,5435,0,0,0,860,10,0
2020,1,Chubut,4500,8,66,84,4,931,5749,4603,73,1107,328,56900,0,189,2995,9773,0,6859,896,0,0,1,0,1240,0,0,0,613,0,1,0,0,0,0,0,0
2020,1,Córdoba,9802,2,81,59,0,18717,13407,56128,5244,12410,10739,104527,4121,3655,1827,110585,1,19893,17324,17,17223,41361,2,54456,11283,2,52,251976,7,40343,0,16,22,3998,443,1
2020,1,Corrientes,4780,0,10,62,0,6222,710,9778,0,968,1384,14944,0,515,0,20867,0,18545,2024,0,993,5117,0,2286,5065,0,0,14373,0,3890,0,0,0,563,0,0
2020,1,Entre Ríos,13762,1,18,111,0,8133,4176,18492,2188,1381,2806,39185,2163,844,0,44125,0,29321,4589,0,2887,4328,0,4842,7146,0,0,32630,0,6264,0,1,0,509,0,0
2020,1,Formosa,100,0,1110,17,191,1965,1469,10171,22,2977,1360,5948,2,0,0,6498,0,221,596,0,823,4924,0,571,393,0,0,5542,0,1358,0,0,0,18,0,0
2020,1,Jujuy,16545,0,27,28,0,7146,5604,7914,0,2396,809,9433,0,0,0,9979,0,22759,703,0,4,3227,0,8,158,0,0,4315,0,2987,0,1,0,26,18,0
2020,1,La Pampa,1618,1,236,56,313,2897,5978,9074,0,3508,1401,50380,6,1,0,7192,0,66,2211,0,4,748,0,350,992,1,0,2030,1,2,5,64,0,0,0,0
2020,1,La Rioja,0,0,9,12,0,641,0,1280,31589,0,0,3700,0,0,0,5158,0,0,4150,0,0,490,0,0,22,0,0,120,0,1174,0,0,0,0,0,0
2020,1,Mendoza,0,1,20,37,9,1696,2071,5113,14,335,3,131209,0,876,10897,512,0,13624,1078,0,0,2787,479,5,2386,0,0,2978,0,655,0,0,0,75,25,0
2020,1,Misiones,10885,0,47,24,0,3342,470,14080,0,449,1509,17296,1,5,0,21265,0,17707,2368,0,1134,5224,0,2949,8632,0,0,21426,0,4318,0,0,0,445,0,0
2020,1,Neuquén,0,0,45,173,1,806,2832,9236,6938,222,8529,31915,181,2899,0,2177,0,3356,141,0,3237,389,0,5229,178,0,0,35321,0,7397,0,0,0,1012,0,0
2020,1,Río Negro,17719,0,47,67,0,1158,4103,7548,283,869,5555,50104,0,232,51,2647,0,1054,22,0,2341,4440,0,3113,113,0,11,21784,0,3633,0,1,0,32,0,0
2020,1,Salta,6441,0,49,80,1,2714,806,12206,1,4018,311,18994,0,41,0,63673,0,3239,2802,0,63,11887,0,7867,758,0,0,27702,0,6703,0,0,0,273,66,0
2020,1,San Juan,4779,0,22,26,1,696,815,3908,0,265,36,54260,0,0,1483,111,0,1234,43,0,0,15,0,32,8,0,0,80,0,47,0,0,0,0,0,0
2020,1,San Luis,36075,0,57,48,0,386,564,839,2,310,4,9217,0,149,4007,8,0,518,0,0,0,7,0,58255,5,0,0,0,0,3,0,0,0,0,0,0
2020,1,Santa Cruz,0,3,25,39,0,5414,1973,6146,0,0,2364,11561,0,1,314,4678,0,2124,1091,0,110,69,372,150,7,19,7,80,0,11,0,0,0,0,0,0
2020,1,Santa Fe,17656,102,321,273,0,18011,8778,57323,57,5739,21604,108647,2898,7167,1853,184908,0,39899,14382,139,8389,41751,0,40772,7684,3,3,138333,2,32602,1,511,0,1784,44,0
2020,1,Santiago Del Estero,4501,0,39,94,908,1646,1050,12951,0,693,4,17306,852,0,0,56032,0,1224,773,0,0,1740,0,0,135,0,12,1517,0,1269,0,0,0,0,1,0
2020,1,Tierra Del Fuego,7046,0,6,5,0,104,0,736,1,2669,215,19252,0,3769,15,1240,0,1559,161,0,59,55,0,172,24,0,0,518,0,0,0,0,0,0,0,0
2020,1,Tucumán,0,0,16,36,0,3747,28,10824,2890,1,154,32008,143,165,8,50067,2,182,2646,0,0,28266,0,0,1730,1,0,38947,0,27401,0,0,0,1092,94,0
2019,4,Buenos Aires,20676,17,32863,609,27537,37696,25900,92503,52219,20252,39989,908827,622,14692,493,246490,4,84580,16657,109,77193,68537,9,419815,31827,1,662,1246405,25,198331,6,14,94,18482,489,230
2019,4,Capital Federal,0,30,118,159,15,6057,429,9920,70,1538,2000,157084,13,21,3,110181,5,30414,4808,5,57078,18542,0,192123,13686,9,118,596830,16,124196,5,6333,2586,22019,151,111
2019,4,Catamarca,3098,0,34,29,0,891,263,2685,0,0,0,6106,0,0,46,7573,0,2017,816,0,0,6472,208,0,596,0,0,4698,0,2532,0,0,0,233,14,0
2019,4,Chaco,6988,0,69,14,0,2894,963,6533,1184,385,13,13927,1,0,1,18957,0,20878,2429,0,1203,6392,0,6193,7323,0,0,15819,0,4534,0,0,0,698,4,0
